,id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfmscore,tier
1773,8584,54,9,1165,2,2,4,224,big_spenders
1788,1513,72,14,1250,2,3,4,234,big_spenders
1808,1619,2,10,1588,4,2,4,424,big_spenders
1809,1990,74,11,1797,2,3,4,234,big_spenders
1811,269,71,11,1143,2,3,4,234,big_spenders
1813,10513,68,8,1502,2,2,4,224,big_spenders
1814,10177,4,13,1338,4,3,4,434,big_spenders
1817,10057,70,14,1331,2,3,4,234,big_spenders
1827,5302,13,9,1428,4,2,4,424,big_spenders
1828,4687,92,12,1633,1,3,4,134,big_spenders
1852,1168,62,14,1401,2,3,4,234,big_spenders
1853,9595,1,8,1574,4,2,4,424,big_spenders
1858,9029,73,14,1536,2,3,4,234,big_spenders
1864,9064,10,13,1555,4,3,4,434,big_spenders
1869,2186,30,11,2257,3,3,4,334,big_spenders
1877,1399,52,12,1515,2,3,4,234,big_spenders
1880,3074,66,9,1828,2,2,4,224,big_spenders
1887,5113,67,10,1702,2,2,4,224,big_spenders
1890,2747,90,9,2126,1,2,4,124,big_spenders
1891,3010,87,12,2069,1,3,4,134,big_spenders
1897,5558,90,8,1685,1,2,4,124,big_spenders
1911,5544,32,12,1490,3,3,4,334,big_spenders
1913,5831,93,10,1815,1,2,4,124,big_spenders
1922,3138,84,13,1676,1,3,4,134,big_spenders
1927,2181,45,10,1280,3,2,4,324,big_spenders
1940,1139,56,10,1512,2,2,4,224,big_spenders
1945,10868,82,13,1272,1,3,4,134,big_spenders
1946,10676,3,10,1173,4,2,4,424,big_spenders
1952,3434,60,14,1336,2,3,4,234,big_spenders
1955,6428,37,8,1130,3,2,4,324,big_spenders
1961,3009,8,11,1766,4,3,4,434,big_spenders
1968,8537,60,10,1429,2,2,4,224,big_spenders
1969,4331,41,14,1371,3,3,4,334,big_spenders
1982,3334,35,14,2211,3,3,4,334,big_spenders
1990,10949,8,13,1958,4,3,4,434,big_spenders
1993,10164,75,10,1691,1,2,4,124,big_spenders
2010,2002,81,10,1870,1,2,4,124,big_spenders
2023,7861,23,14,1175,4,3,4,434,big_spenders
2041,4974,98,13,1392,1,3,4,134,big_spenders
2048,3507,44,7,1575,3,2,4,324,big_spenders
2056,7441,80,14,1615,1,3,4,134,big_spenders
2062,2345,54,12,1244,2,3,4,234,big_spenders
2067,7899,70,8,1680,2,2,4,224,big_spenders
2074,2254,95,14,1455,1,3,4,134,big_spenders
2087,6343,6,13,1518,4,3,4,434,big_spenders
2093,7734,58,11,1216,2,3,4,234,big_spenders
2096,7428,47,11,1367,3,3,4,334,big_spenders
2098,1103,60,14,2053,2,3,4,234,big_spenders
2099,3422,67,6,1376,2,2,4,224,big_spenders
2103,2909,89,14,1264,1,3,4,134,big_spenders
2118,6262,93,11,1573,1,3,4,134,big_spenders
2127,6292,60,14,1822,2,3,4,234,big_spenders
2131,3919,64,13,1931,2,3,4,234,big_spenders
2134,4369,48,9,1169,3,2,4,324,big_spenders
2151,7233,4,11,1782,4,3,4,434,big_spenders
2160,5667,90,13,1701,1,3,4,134,big_spenders
2166,2429,4,13,1338,4,3,4,434,big_spenders
2167,3520,94,11,1092,1,3,4,134,big_spenders
2168,10394,91,9,1479,1,2,4,124,big_spenders
2173,6721,21,11,1213,4,3,4,434,big_spenders
2175,1772,2,12,2043,4,3,4,434,big_spenders
2176,1544,51,14,1893,2,3,4,234,big_spenders
2187,5721,60,13,1566,2,3,4,234,big_spenders
2188,10652,48,9,1169,3,2,4,324,big_spenders
2206,1092,17,13,1147,4,3,4,434,big_spenders
2213,3661,42,12,1435,3,3,4,334,big_spenders
2217,9589,54,11,1234,2,3,4,234,big_spenders
2221,7366,12,14,1438,4,3,4,434,big_spenders
2235,10870,46,13,1341,3,3,4,334,big_spenders
1,2174,38,3,27,3,1,1,311,0
3,6182,26,6,53,3,2,1,321,0
4,5324,94,11,422,1,3,3,133,0
6,965,34,14,590,3,3,3,333,0
7,6177,32,8,169,3,2,2,322,0
9,5899,68,1,49,2,1,1,211,0
11,387,59,5,61,2,1,1,211,0
13,8180,53,11,310,2,3,2,232,0
14,2569,38,4,46,3,1,1,311,0
16,9736,51,6,96,2,2,2,222,0
17,4939,20,10,317,4,2,2,422,0
19,2278,86,5,133,1,1,2,112,0
20,9360,41,9,316,3,2,2,322,0
22,1993,63,11,972,2,3,3,233,0
24,1409,69,12,444,2,3,3,233,0
25,7892,89,5,75,1,1,2,112,0
26,2404,4,9,257,4,2,2,422,0
28,9422,26,6,131,3,2,2,322,0
30,6864,34,6,30,3,2,1,321,0
31,3033,56,5,318,2,1,2,212,0
32,5710,31,6,120,3,2,2,322,0
33,7373,8,10,302,4,2,2,422,0
35,10738,55,5,65,2,1,1,211,0
37,10755,76,5,81,1,1,2,112,0
39,2968,53,12,902,2,3,3,233,0
45,1371,72,11,984,2,3,3,233,0
46,9909,24,6,122,4,2,2,422,0
50,8614,29,14,507,3,3,3,333,0
52,1331,54,5,72,2,1,2,212,0
54,9381,57,14,606,2,3,3,233,0
57,7437,31,5,29,3,1,1,311,0
59,8375,63,14,518,2,3,3,233,0
74,1050,58,6,65,2,2,1,221,0
75,5846,68,3,13,2,1,1,211,0
80,3332,87,7,165,1,2,2,122,0
82,5346,87,6,79,1,2,2,122,0
83,4119,56,5,318,2,1,2,212,0
86,273,48,7,151,3,2,2,322,0
87,4452,3,12,372,4,3,2,432,0
89,771,79,7,194,1,2,2,122,0
93,11178,69,4,32,2,1,1,211,0
94,2230,84,6,43,1,2,1,121,0
95,7516,30,5,45,3,1,1,311,0
96,7247,72,13,606,2,3,3,233,0
97,11100,37,5,63,3,1,1,311,0
99,3037,32,12,410,3,3,3,333,0
100,1473,0,5,72,4,1,2,412,0
101,1016,43,5,55,3,1,1,311,0
106,7533,15,8,187,4,2,2,422,0
108,3629,17,6,145,4,2,2,422,0
109,10991,18,9,850,4,2,3,423,0
114,9215,19,12,551,4,3,3,433,0
115,2286,27,5,114,3,1,2,312,0
117,367,74,14,577,2,3,3,233,0
118,5234,85,4,81,1,1,2,112,0
119,9862,37,5,33,3,1,1,311,0
121,6205,13,5,80,4,1,2,412,0
122,8442,63,4,30,2,1,1,211,0
125,1491,87,10,559,1,2,3,123,0
127,3381,51,6,90,2,2,2,222,0
130,8026,10,10,463,4,2,3,423,0
134,5290,51,10,279,2,2,2,222,0
136,5342,31,4,29,3,1,1,311,0
137,9579,61,4,106,2,1,2,212,0
138,7660,37,3,49,3,1,1,311,0
139,1461,74,5,38,2,1,1,211,0
144,9701,13,7,312,4,2,2,422,0
145,9949,36,9,877,3,2,3,323,0
146,10837,47,5,68,3,1,1,311,0
147,3120,49,3,22,3,1,1,311,0
148,5885,94,8,211,1,2,2,122,0
149,4050,65,6,127,2,2,2,222,0
150,3830,59,11,459,2,3,3,233,0
151,7987,96,14,460,1,3,3,133,0
152,7798,28,12,429,3,3,3,333,0
153,92,12,7,89,4,2,2,422,0
156,3025,4,11,306,4,3,2,432,0
157,9283,49,3,18,3,1,1,311,0
158,9970,3,7,162,4,2,2,422,0
162,8182,91,7,121,1,2,2,122,0
165,4370,83,6,88,1,2,2,122,0
166,10573,27,10,421,3,2,3,323,0
167,3712,63,9,259,2,2,2,222,0
169,3152,84,5,89,1,1,2,112,0
170,5610,58,4,36,2,1,1,211,0
172,1349,4,6,148,4,2,2,422,0
173,1880,17,5,93,4,1,2,412,0
174,641,77,4,119,1,1,2,112,0
180,7698,81,8,191,1,2,2,122,0
185,3518,45,3,50,3,1,1,311,0
186,5823,63,5,39,2,1,1,211,0
190,9733,52,3,80,2,1,2,212,0
193,1324,93,6,91,1,2,2,122,0
194,326,38,11,315,3,3,2,332,0
199,3182,81,8,263,1,2,2,122,0
204,1030,72,4,38,2,1,1,211,0
207,5552,50,9,293,2,2,2,222,0
210,2677,11,9,241,4,2,2,422,0
212,6927,70,10,264,2,2,2,222,0
215,1584,79,13,482,1,3,3,133,0
218,1377,24,9,285,4,2,2,422,0
220,1755,93,5,114,1,1,2,112,0
221,2075,56,10,1047,2,2,3,223,0
223,9076,44,8,185,3,2,2,322,0
225,4653,46,7,189,3,2,2,322,0
226,7375,84,12,576,1,3,3,133,0
229,3726,66,3,17,2,1,1,211,0
230,6798,30,13,433,3,3,3,333,0
232,1606,65,3,22,2,1,1,211,0
233,9617,37,4,19,3,1,1,311,0
235,89,49,6,69,3,2,1,321,0
236,2936,46,4,23,3,1,1,311,0
238,7297,54,6,57,2,2,1,221,0
241,9940,97,10,1009,1,2,3,123,0
245,7411,31,4,17,3,1,1,311,0
250,10236,59,5,64,2,1,1,211,0
251,6340,52,4,26,2,1,1,211,0
253,2227,92,8,210,1,2,2,122,0
255,5304,35,4,33,3,1,1,311,0
257,3406,97,10,322,1,2,2,122,0
258,2661,95,6,44,1,2,1,121,0
260,10264,60,3,31,2,1,1,211,0
262,4200,85,10,275,1,2,2,122,0
263,9396,31,3,25,3,1,1,311,0
264,2387,9,9,275,4,2,2,422,0
265,6690,30,6,90,3,2,2,322,0
267,9703,70,5,184,2,1,2,212,0
268,291,13,9,981,4,2,3,423,0
271,5726,15,7,60,4,2,1,421,0
272,3066,2,8,231,4,2,2,422,0
273,6336,55,6,48,2,2,1,221,0
274,10967,38,6,99,3,2,2,322,0
277,7828,29,8,818,3,2,3,323,0
278,3762,30,11,925,3,3,3,333,0
280,4669,46,7,102,3,2,2,322,0
281,10144,84,12,576,1,3,3,133,0
282,8652,20,10,317,4,2,2,422,0
283,1672,74,13,461,2,3,3,233,0
285,9974,75,5,70,1,1,2,112,0
289,4697,62,12,390,2,3,2,232,0
291,7254,74,6,137,2,2,2,222,0
293,4927,76,6,68,1,2,1,121,0
297,9738,43,6,100,3,2,2,322,0
298,7119,45,8,825,3,2,3,323,0
300,5827,53,6,62,2,2,1,221,0
302,10812,89,5,90,1,1,2,112,0
303,1717,43,9,273,3,2,2,322,0
304,9491,68,6,66,2,2,1,221,0
306,6609,64,6,107,2,2,2,222,0
308,4440,93,14,546,1,3,3,133,0
309,1379,12,8,241,4,2,2,422,0
310,10032,86,6,53,1,2,1,121,0
311,2826,28,5,37,3,1,1,311,0
314,3050,13,9,235,4,2,2,422,0
316,2392,59,6,102,2,2,2,222,0
317,9478,30,10,401,3,2,3,323,0
318,113,33,4,28,3,1,1,311,0
326,5835,39,6,65,3,2,1,321,0
328,10350,37,4,38,3,1,1,311,0
329,7786,22,7,160,4,2,2,422,0
331,663,46,4,71,3,1,2,312,0
334,9592,51,5,33,2,1,1,211,0
341,11191,11,6,139,4,2,2,422,0
343,6245,71,11,507,2,3,3,233,0
345,1411,58,6,940,2,2,3,223,0
346,8553,65,4,42,2,1,1,211,0
348,8842,33,5,44,3,1,1,311,0
352,9185,38,9,1029,3,2,3,323,0
355,6201,45,5,49,3,1,1,311,0
356,2061,61,6,99,2,2,2,222,0
358,6142,65,10,900,2,2,3,223,0
359,4107,52,8,425,2,2,3,223,0
362,2958,53,6,57,2,2,1,221,0
363,933,31,3,25,3,1,1,311,0
364,5837,67,12,494,2,3,3,233,0
369,2928,63,10,990,2,2,3,223,0
370,5680,66,4,30,2,1,1,211,0
371,10313,69,9,254,2,2,2,222,0
372,2557,52,3,29,2,1,1,211,0
374,1519,2,6,73,4,2,2,422,0
375,10703,86,5,120,1,1,2,112,0
376,1726,23,3,81,4,1,2,412,0
380,2098,38,3,17,3,1,1,311,0
381,9543,74,3,22,2,1,1,211,0
382,6878,14,10,324,4,2,2,422,0
383,3310,94,8,211,1,2,2,122,0
384,2724,33,2,19,3,1,1,311,0
385,948,32,3,41,3,1,1,311,0
386,6720,11,11,492,4,3,3,433,0
388,2066,56,5,114,2,1,2,212,0
391,5642,0,9,222,4,2,2,422,0
393,455,86,8,209,1,2,2,122,0
396,7414,18,7,186,4,2,2,422,0
397,6354,51,3,47,2,1,1,211,0
398,798,71,4,27,2,1,1,211,0
399,8213,71,5,96,2,1,2,212,0
402,7617,83,7,163,1,2,2,122,0
403,615,29,9,343,3,2,2,322,0
404,2552,11,12,446,4,3,3,433,0
405,194,55,4,41,2,1,1,211,0
406,3645,19,6,70,4,2,2,422,0
407,8890,1,10,272,4,2,2,422,0
410,7301,76,6,79,1,2,2,122,0
411,10882,50,10,915,2,2,3,223,0
413,7422,90,12,369,1,3,2,132,0
416,6504,24,5,78,4,1,2,412,0
421,3129,30,5,45,3,1,1,311,0
428,5987,52,5,43,2,1,1,211,0
434,498,28,5,57,3,1,1,311,0
435,9347,49,4,46,3,1,1,311,0
437,10664,14,14,467,4,3,3,433,0
438,5455,89,6,122,1,2,2,122,0
440,5012,56,4,34,2,1,1,211,0
441,7495,72,7,156,2,2,2,222,0
445,10364,72,3,20,2,1,1,211,0
446,5954,92,9,192,1,2,2,122,0
449,1142,91,12,428,1,3,3,133,0
452,6471,17,6,59,4,2,1,421,0
453,6131,87,12,431,1,3,3,133,0
455,4148,90,11,348,1,3,2,132,0
457,3225,71,9,265,2,2,2,222,0
458,7540,52,10,270,2,2,2,222,0
460,1992,2,10,893,4,2,3,423,0
461,7851,60,14,926,2,3,3,233,0
462,8594,25,6,135,3,2,2,322,0
464,2815,46,7,120,3,2,2,322,0
474,9081,58,3,25,2,1,1,211,0
476,916,67,4,31,2,1,1,211,0
478,8970,93,13,530,1,3,3,133,0
479,10581,41,11,506,3,3,3,333,0
480,5300,60,4,70,2,1,2,212,0
481,5154,54,5,54,2,1,1,211,0
482,8346,26,8,296,3,2,2,322,0
483,1676,30,9,266,3,2,2,322,0
484,9286,93,9,747,1,2,3,123,0
489,3921,96,8,205,1,2,2,122,0
491,22,99,11,309,1,3,2,132,0
493,9426,77,5,900,1,1,3,113,0
502,8151,6,7,263,4,2,2,422,0
504,10160,49,4,46,3,1,1,311,0
506,10584,77,13,945,1,3,3,133,0
508,3386,71,6,137,2,2,2,222,0
510,9925,97,7,216,1,2,2,122,0
512,5389,93,11,347,1,3,2,132,0
514,182,62,11,397,2,3,2,232,0
516,11025,9,6,138,4,2,2,422,0
518,4607,24,11,777,4,3,3,433,0
520,3696,67,5,52,2,1,1,211,0
522,9214,48,11,358,3,3,2,332,0
524,35,35,5,210,3,1,2,312,0
527,713,72,10,442,2,2,3,223,0
529,3281,69,12,411,2,3,3,233,0
530,702,80,12,521,1,3,3,133,0
532,4769,52,14,493,2,3,3,233,0
533,4437,65,8,260,2,2,2,222,0
534,8724,57,5,46,2,1,1,211,0
535,10741,70,11,319,2,3,2,232,0
536,1991,0,5,96,4,1,2,412,0
538,11096,50,9,232,2,2,2,222,0
539,304,67,6,76,2,2,2,222,0
540,3665,46,6,54,3,2,1,321,0
541,10591,37,8,201,3,2,2,322,0
542,5036,38,7,406,3,2,3,323,0
544,7822,56,12,662,2,3,3,233,0
545,8541,98,6,41,1,2,1,121,0
547,4368,72,7,134,2,2,2,222,0
548,9671,47,5,69,3,1,1,311,0
549,2256,33,4,21,3,1,1,311,0
551,5371,0,5,91,4,1,2,412,0
552,9240,73,14,526,2,3,3,233,0
553,9460,74,5,162,2,1,2,212,0
555,8692,50,9,240,2,2,2,222,0
558,8420,27,6,64,3,2,1,321,0
560,7685,4,6,78,4,2,2,422,0
564,10232,9,10,331,4,2,2,422,0
565,4184,48,8,265,3,2,2,322,0
567,891,60,3,11,2,1,1,211,0
568,10381,43,3,21,3,1,1,311,0
570,6818,26,10,369,3,2,2,322,0
571,3526,58,4,38,2,1,1,211,0
572,8181,42,7,177,3,2,2,322,0
573,1029,27,10,279,3,2,2,322,0
574,7369,56,5,62,2,1,1,211,0
576,8159,10,7,182,4,2,2,422,0
577,1160,48,6,49,3,2,1,321,0
578,10242,39,6,75,3,2,2,322,0
579,5253,85,8,227,1,2,2,122,0
580,5966,64,9,215,2,2,2,222,0
581,5314,69,12,444,2,3,3,233,0
582,5081,54,4,47,2,1,1,211,0
583,5123,57,5,143,2,1,2,212,0
584,5756,64,5,55,2,1,1,211,0
585,8036,10,6,63,4,2,1,421,0
587,5057,74,14,611,2,3,3,233,0
588,254,4,14,473,4,3,3,433,0
590,3710,41,4,81,3,1,2,312,0
594,3075,47,10,382,3,2,2,322,0
598,6919,39,5,63,3,1,1,311,0
599,3537,57,7,79,2,2,2,222,0
600,10277,27,4,42,3,1,1,311,0
604,1177,77,6,129,1,2,2,122,0
605,7141,15,7,213,4,2,2,422,0
607,8477,61,4,28,2,1,1,211,0
610,7930,74,9,268,2,2,2,222,0
611,4587,90,10,266,1,2,2,122,0
612,6682,41,4,37,3,1,1,311,0
613,6222,28,5,37,3,1,1,311,0
615,3083,88,11,373,1,3,2,132,0
617,1503,31,1,107,3,1,2,312,0
618,8650,31,4,42,3,1,1,311,0
619,10862,6,10,326,4,2,2,422,0
620,2782,23,13,404,4,3,3,433,0
621,6941,92,4,95,1,1,2,112,0
622,10972,52,10,939,2,2,3,223,0
623,10708,50,4,33,2,1,1,211,0
624,6583,54,12,981,2,3,3,233,0
628,3469,94,6,103,1,2,2,122,0
629,5063,76,8,191,1,2,2,122,0
631,9624,46,9,963,3,2,3,323,0
633,4376,27,5,93,3,1,2,312,0
637,944,6,11,393,4,3,2,432,0
643,2942,20,9,486,4,2,3,423,0
645,4381,56,9,235,2,2,2,222,0
647,3376,9,9,235,4,2,2,422,0
649,10928,28,14,599,3,3,3,333,0
651,6728,38,4,48,3,1,1,311,0
653,4725,71,5,67,2,1,1,211,0
654,3277,9,12,365,4,3,2,432,0
656,2564,87,7,165,1,2,2,122,0
657,946,92,8,210,1,2,2,122,0
659,6940,86,6,223,1,2,2,122,0
661,7093,74,3,22,2,1,1,211,0
663,1777,29,5,74,3,1,2,312,0
666,8754,25,3,20,3,1,1,311,0
667,1987,34,5,59,3,1,1,311,0
668,11007,43,4,34,3,1,1,311,0
669,7426,76,8,198,1,2,2,122,0
671,10379,87,14,574,1,3,3,133,0
672,9204,33,10,1029,3,2,3,323,0
673,3197,38,14,670,3,3,3,333,0
674,2920,63,10,990,2,2,3,223,0
675,6961,26,3,11,3,1,1,311,0
677,9937,75,14,576,1,3,3,133,0
678,8779,13,7,172,4,2,2,422,0
680,2891,51,12,928,2,3,3,233,0
682,75,32,13,467,3,3,3,333,0
683,10120,84,9,257,1,2,2,122,0
689,7279,3,8,1044,4,2,3,423,0
690,7230,98,11,493,1,3,3,133,0
691,143,73,9,957,2,2,3,223,0
692,450,90,5,270,1,1,2,112,0
693,9316,29,4,29,3,1,1,311,0
694,6379,3,4,121,4,1,2,412,0
695,9239,94,6,126,1,2,2,122,0
696,8315,65,3,23,2,1,1,211,0
697,2868,33,5,57,3,1,1,311,0
698,10888,46,14,636,3,3,3,333,0
700,9977,99,14,734,1,3,3,133,0
704,968,24,8,187,4,2,2,422,0
706,4472,34,4,57,3,1,1,311,0
708,3336,96,7,948,1,2,3,123,0
710,1940,26,3,18,3,1,1,311,0
712,1388,11,5,112,4,1,2,412,0
713,1044,44,13,596,3,3,3,333,0
714,6969,75,9,233,1,2,2,122,0
717,1715,45,5,48,3,1,1,311,0
720,5114,1,10,965,4,2,3,423,0
722,4329,43,4,16,3,1,1,311,0
724,4692,19,6,71,4,2,2,422,0
727,437,41,14,1027,3,3,3,333,0
728,11171,60,11,411,2,3,3,233,0
731,610,60,13,480,2,3,3,233,0
732,9384,57,14,606,2,3,3,233,0
733,5956,74,10,284,2,2,2,222,0
737,6255,29,11,334,3,3,2,332,0
738,6516,37,3,18,3,1,1,311,0
741,7458,26,6,97,3,2,2,322,0
743,7761,71,7,109,2,2,2,222,0
744,5278,83,11,902,1,3,3,133,0
746,7235,37,6,38,3,2,1,321,0
748,2281,34,3,28,3,1,1,311,0
751,7938,92,13,449,1,3,3,133,0
758,10470,0,5,92,4,1,2,412,0
759,6488,86,5,99,1,1,2,112,0
760,10270,8,6,66,4,2,1,421,0
763,7573,12,4,86,4,1,2,412,0
764,4508,92,7,833,1,2,3,123,0
765,221,90,7,242,1,2,2,122,0
768,20,91,6,183,1,2,2,122,0
769,8786,52,13,450,2,3,3,233,0
772,8897,9,14,654,4,3,3,433,0
773,2371,22,6,81,4,2,2,422,0
774,4303,76,1,137,1,1,2,112,0
776,1072,64,5,93,2,1,2,212,0
781,10839,42,4,29,3,1,1,311,0
782,49,39,3,25,3,1,1,311,0
784,10219,40,4,38,3,1,1,311,0
786,1135,96,7,47,1,2,1,121,0
787,6299,28,10,813,3,2,3,323,0
789,347,30,12,377,3,3,2,332,0
791,10446,58,12,729,2,3,3,233,0
792,3479,49,5,50,3,1,1,311,0
793,11075,37,8,270,3,2,2,322,0
794,4442,70,6,177,2,2,2,222,0
795,199,33,11,315,3,3,2,332,0
799,8523,39,7,60,3,2,1,321,0
800,310,81,13,573,1,3,3,133,0
801,8629,71,4,41,2,1,1,211,0
802,236,62,6,170,2,2,2,222,0
805,4599,66,14,458,2,3,3,233,0
807,7352,28,9,405,3,2,3,323,0
808,2350,87,11,1027,1,3,3,133,0
810,2964,0,3,72,4,1,2,412,0
812,9687,1,11,726,4,3,3,433,0
813,3732,72,14,860,2,3,3,233,0
815,11176,12,12,495,4,3,3,433,0
817,7462,67,14,570,2,3,3,233,0
819,7034,34,5,55,3,1,1,311,0
821,1143,43,5,55,3,1,1,311,0
822,1,0,14,577,4,3,3,433,0
823,3855,74,5,162,2,1,2,212,0
830,4887,65,5,63,2,1,1,211,0
831,8560,94,13,680,1,3,3,133,0
832,3321,42,14,542,3,3,3,333,0
836,6141,46,11,385,3,3,2,332,0
838,10856,42,4,46,3,1,1,311,0
839,5121,30,12,761,3,3,3,333,0
840,4186,11,5,76,4,1,2,412,0
841,368,61,9,290,2,2,2,222,0
842,3312,12,7,89,4,2,2,422,0
843,11121,76,7,70,1,2,2,122,0
848,2895,79,8,195,1,2,2,122,0
849,10262,96,6,53,1,2,1,121,0
850,7848,17,8,368,4,2,2,422,0
853,7186,43,3,35,3,1,1,311,0
854,5794,1,14,446,4,3,3,433,0
858,3007,49,4,40,3,1,1,311,0
860,4297,71,5,40,2,1,1,211,0
861,807,35,10,292,3,2,2,322,0
863,4271,80,10,341,1,2,2,122,0
864,4120,61,10,369,2,2,2,222,0
865,2036,29,12,401,3,3,3,333,0
866,115,0,13,393,4,3,2,432,0
868,8687,54,10,486,2,2,3,223,0
869,2447,71,5,69,2,1,1,211,0
871,9353,61,9,995,2,2,3,223,0
872,3623,55,7,45,2,2,1,221,0
873,738,35,7,182,3,2,2,322,0
876,773,64,10,595,2,2,3,223,0
877,10602,30,7,156,3,2,2,322,0
879,3270,96,6,128,1,2,2,122,0
880,8443,16,5,86,4,1,2,412,0
886,7023,87,10,263,1,2,2,122,0
887,8086,34,5,55,3,1,1,311,0
888,8825,46,14,564,3,3,3,333,0
890,1928,73,5,83,2,1,2,212,0
891,7108,54,10,353,2,2,2,222,0
892,10925,93,14,1003,1,3,3,133,0
893,9960,52,3,14,2,1,1,211,0
894,8800,53,12,902,2,3,3,233,0
896,5519,8,10,797,4,2,3,423,0
898,7037,50,12,401,2,3,3,233,0
899,905,38,7,84,3,2,2,322,0
900,8624,61,14,928,2,3,3,233,0
901,8945,46,8,203,3,2,2,322,0
902,6445,73,10,858,2,2,3,223,0
903,2727,19,9,409,4,2,3,423,0
904,6404,10,10,282,4,2,2,422,0
907,1968,37,3,28,3,1,1,311,0
909,9485,23,8,199,4,2,2,422,0
913,1048,11,7,178,4,2,2,422,0
915,9308,51,9,976,2,2,3,223,0
916,10505,86,10,1001,1,2,3,123,0
918,2625,30,10,350,3,2,2,322,0
920,9972,25,4,46,3,1,1,311,0
922,4487,67,6,95,2,2,2,222,0
923,4988,58,5,62,2,1,1,211,0
925,5871,98,12,467,1,3,3,133,0
931,538,78,5,125,1,1,2,112,0
934,4843,92,7,833,1,2,3,123,0
935,6383,78,6,46,1,2,1,121,0
936,1628,54,13,960,2,3,3,233,0
941,4128,51,14,725,2,3,3,233,0
946,1328,56,13,683,2,3,3,233,0
947,8405,83,9,305,1,2,2,122,0
949,2882,31,12,995,3,3,3,333,0
951,6387,39,5,77,3,1,2,312,0
952,5320,20,7,171,4,2,2,422,0
953,5048,53,5,131,2,1,2,212,0
955,10031,50,7,53,2,2,1,221,0
956,5748,96,11,475,1,3,3,133,0
957,2134,94,13,694,1,3,3,133,0
958,1523,25,6,96,3,2,2,322,0
959,9665,48,10,361,3,2,2,322,0
961,3635,69,14,578,2,3,3,233,0
963,2456,84,7,149,1,2,2,122,0
964,5633,47,9,231,3,2,2,322,0
967,7011,47,7,93,3,2,2,322,0
968,2620,48,3,23,3,1,1,311,0
971,1734,37,7,81,3,2,2,322,0
972,10995,8,7,92,4,2,2,422,0
973,6357,29,14,491,3,3,3,333,0
977,1600,60,11,411,2,3,3,233,0
978,3308,54,6,94,2,2,2,222,0
980,2166,55,2,23,2,1,1,211,0
985,6872,43,12,405,3,3,3,333,0
991,9850,32,3,19,3,1,1,311,0
994,1640,49,5,108,3,1,2,312,0
995,5184,65,3,23,2,1,1,211,0
997,11188,84,5,89,1,1,2,112,0
998,1212,7,14,936,4,3,3,433,0
999,9097,34,11,343,3,3,2,332,0
1002,9984,25,12,724,3,3,3,333,0
1003,5527,25,5,58,3,1,1,311,0
1004,6374,50,9,297,2,2,2,222,0
1005,7453,46,7,488,3,2,3,323,0
1008,8975,47,5,69,3,1,1,311,0
1009,6119,52,3,17,2,1,1,211,0
1011,5723,63,6,116,2,2,2,222,0
1012,1710,51,10,279,2,2,2,222,0
1013,1970,14,6,103,4,2,2,422,0
1014,5313,20,6,44,4,2,1,421,0
1015,10634,56,12,406,2,3,3,233,0
1017,8562,72,9,236,2,2,2,222,0
1019,4436,27,6,137,3,2,2,322,0
1020,5287,77,6,79,1,2,2,122,0
1023,4550,51,4,71,2,1,2,212,0
1025,8911,11,14,702,4,3,3,433,0
1026,3706,54,4,94,2,1,2,212,0
1027,3628,93,4,80,1,1,2,112,0
1035,9503,65,10,313,2,2,2,222,0
