,id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfmscore,tier
1036,10613,44,7,62,3,2,1,321,0
1037,67,6,6,92,4,2,2,422,0
1038,6019,9,3,72,4,1,2,412,0
1039,5863,95,14,655,1,3,3,133,0
1040,3717,70,11,704,2,3,3,233,0
1042,10749,62,0,178,2,1,2,212,0
1043,4998,85,8,1033,1,2,3,123,0
1045,5985,0,6,122,4,2,2,422,0
1046,4754,91,6,122,1,2,2,122,0
1048,8870,68,11,497,2,3,3,233,0
1054,5731,64,4,37,2,1,1,211,0
1056,3846,98,10,270,1,2,2,122,0
1057,8104,32,10,278,3,2,2,322,0
1059,11013,84,8,938,1,2,3,123,0
1063,2055,37,3,49,3,1,1,311,0
1064,10766,22,12,506,4,3,3,433,0
1070,10536,78,6,46,1,2,1,121,0
1074,10832,4,12,467,4,3,3,433,0
1078,10855,9,12,396,4,3,2,432,0
1079,3081,65,3,20,2,1,1,211,0
1080,3535,68,9,967,2,2,3,223,0
1081,247,16,11,357,4,3,2,432,0
1087,1509,80,13,523,1,3,3,133,0
1091,1833,91,6,133,1,2,2,122,0
1092,4944,24,11,777,4,3,3,433,0
1093,9080,2,6,73,4,2,2,422,0
1094,6466,22,6,121,4,2,2,422,0
1095,9964,56,12,424,2,3,3,233,0
1096,4790,54,9,868,2,2,3,223,0
1097,10245,71,11,756,2,3,3,233,0
1098,1109,38,3,12,3,1,1,311,0
1101,10552,18,11,367,4,3,2,432,0
1102,1545,95,12,443,1,3,3,133,0
1103,7409,66,10,267,2,2,2,222,0
1104,4444,28,5,61,3,1,1,311,0
1107,10065,27,6,64,3,2,1,321,0
1109,246,71,11,312,2,3,2,232,0
1114,11010,75,6,44,1,2,1,121,0
1117,1175,24,6,426,4,2,3,423,0
1118,880,47,4,96,3,1,2,312,0
1121,4713,15,6,125,4,2,2,422,0
1122,675,67,9,332,2,2,2,222,0
1123,5025,32,6,135,3,2,2,322,0
1124,2308,40,11,330,3,3,2,332,0
1125,5995,54,11,384,2,3,2,232,0
1127,1010,94,4,78,1,1,2,112,0
1128,8977,51,3,24,2,1,1,211,0
1130,3412,67,11,957,2,3,3,233,0
1132,5961,29,4,57,3,1,1,311,0
1135,7613,97,11,326,1,3,2,132,0
1136,10542,63,6,77,2,2,2,222,0
1138,10617,34,6,30,3,2,1,321,0
1139,11166,81,10,315,1,2,2,122,0
1141,523,51,6,74,2,2,2,222,0
1143,8414,76,6,86,1,2,2,122,0
1145,4961,56,6,61,2,2,1,221,0
1146,749,31,6,145,3,2,2,322,0
1148,7755,91,13,411,1,3,3,133,0
1149,10525,40,3,27,3,1,1,311,0
1152,10710,61,3,18,2,1,1,211,0
1154,2613,16,7,237,4,2,2,422,0
1156,967,11,14,515,4,3,3,433,0
1157,1077,52,11,1020,2,3,3,233,0
1160,4252,73,10,301,2,2,2,222,0
1164,5922,48,9,218,3,2,2,322,0
1166,6116,13,4,75,4,1,2,412,0
1167,6263,34,6,106,3,2,2,322,0
1168,10486,54,12,990,2,3,3,233,0
1173,10660,61,12,438,2,3,3,233,0
1174,8686,65,5,75,2,1,2,212,0
1175,1604,93,8,225,1,2,2,122,0
1177,10669,8,13,470,4,3,3,433,0
1178,2918,72,6,91,2,2,2,222,0
1180,359,33,14,504,3,3,3,333,0
1181,8387,68,9,235,2,2,2,222,0
1183,3839,76,5,88,1,1,2,112,0
1188,4088,22,7,155,4,2,2,422,0
1192,2315,55,3,96,2,1,2,212,0
1193,3515,94,8,160,1,2,2,122,0
1194,2245,50,6,139,2,2,2,222,0
1196,2246,91,6,183,1,2,2,122,0
1198,5545,72,8,988,2,2,3,223,0
1200,837,0,7,174,4,2,2,422,0
1202,3602,42,7,195,3,2,2,322,0
1203,234,60,3,31,2,1,1,211,0
1208,8955,54,3,49,2,1,1,211,0
1209,945,53,7,133,2,2,2,222,0
1210,5644,96,12,363,1,3,2,132,0
1211,7192,58,12,545,2,3,3,233,0
1214,3439,64,9,296,2,2,2,222,0
1215,1506,26,6,140,3,2,2,322,0
1216,232,8,14,530,4,3,3,433,0
1217,8876,49,7,152,3,2,2,322,0
1219,9739,55,4,114,2,1,2,212,0
1220,10395,25,6,101,3,2,2,322,0
1221,1176,50,3,25,2,1,1,211,0
1222,1627,84,14,789,1,3,3,133,0
1223,938,30,4,87,3,1,2,312,0
1224,2740,81,6,90,1,2,2,122,0
1227,7736,36,4,61,3,1,1,311,0
1228,8210,64,12,405,2,3,3,233,0
1229,833,62,6,72,2,2,2,222,0
1230,6230,53,9,189,2,2,2,222,0
1232,1307,15,7,63,4,2,1,421,0
1233,1502,67,5,52,2,1,1,211,0
1234,6211,47,4,39,3,1,1,311,0
1236,4174,81,6,130,1,2,2,122,0
1238,6918,56,4,34,2,1,1,211,0
1239,286,48,7,152,3,2,2,322,0
1241,1921,74,5,71,2,1,2,212,0
1242,4138,68,12,899,2,3,3,233,0
1243,7718,36,6,711,3,2,3,323,0
1244,1291,90,10,351,1,2,2,122,0
1245,6862,65,0,8,2,1,1,211,0
1246,4136,63,5,119,2,1,2,212,0
1248,4298,63,3,10,2,1,1,211,0
1253,961,92,12,860,1,3,3,133,0
1254,5011,51,12,928,2,3,3,233,0
1255,6653,72,12,418,2,3,3,233,0
1256,9094,39,10,587,3,2,3,323,0
1260,5107,37,3,49,3,1,1,311,0
1263,8147,40,5,48,3,1,1,311,0
1264,1857,2,4,83,4,1,2,412,0
1267,11114,94,5,84,1,1,2,112,0
1268,5429,10,8,183,4,2,2,422,0
1270,1740,22,11,999,4,3,3,433,0
1272,195,21,9,246,4,2,2,422,0
1274,7527,97,5,76,1,1,2,112,0
1277,10637,77,6,99,1,2,2,122,0
1279,907,36,12,362,3,3,2,332,0
1282,679,49,4,38,3,1,1,311,0
1283,7384,18,14,485,4,3,3,433,0
1284,5043,89,9,434,1,2,3,123,0
1285,5267,43,4,44,3,1,1,311,0
1286,339,82,14,496,1,3,3,133,0
1287,2516,84,3,78,1,1,2,112,0
1292,7628,10,6,76,4,2,2,422,0
1295,3551,28,7,198,3,2,2,322,0
1300,5336,37,2,59,3,1,1,311,0
1303,3099,48,9,310,3,2,2,322,0
1306,3972,70,12,401,2,3,3,233,0
1312,10260,74,11,311,2,3,2,232,0
1313,7143,14,14,820,4,3,3,433,0
1314,8789,77,10,274,1,2,2,122,0
1315,6197,39,6,57,3,2,1,321,0
1316,4554,89,11,448,1,3,3,133,0
1317,4937,62,4,44,2,1,1,211,0
1318,1920,59,6,102,2,2,2,222,0
1319,8749,68,3,61,2,1,1,211,0
1321,10377,37,11,397,3,3,2,332,0
1323,10971,28,10,473,3,2,3,323,0
1324,6398,2,6,50,4,2,1,421,0
1326,7937,86,6,58,1,2,1,121,0
1327,839,54,7,170,2,2,2,222,0
1328,4246,2,2,373,4,1,2,412,0
1330,4832,84,4,101,1,1,2,112,0
1331,5621,8,11,316,4,3,2,432,0
1334,2535,24,14,844,4,3,3,433,0
1335,11039,51,9,311,2,2,2,222,0
1337,9635,13,6,129,4,2,2,422,0
1339,942,36,10,299,3,2,2,322,0
1340,9386,88,11,320,1,3,2,132,0
1341,5510,2,11,441,4,3,3,433,0
1343,2253,15,5,85,4,1,2,412,0
1344,5181,58,3,24,2,1,1,211,0
1345,979,11,5,112,4,1,2,412,0
1346,10390,27,4,30,3,1,1,311,0
1347,4698,32,12,410,3,3,3,333,0
1353,5232,23,9,227,4,2,2,422,0
1356,7912,69,5,103,2,1,2,212,0
1359,7275,34,6,131,3,2,2,322,0
1360,1343,55,14,586,2,3,3,233,0
1362,9967,30,13,447,3,3,3,333,0
1364,10507,14,9,797,4,2,3,423,0
1366,2698,52,11,415,2,3,3,233,0
1368,4096,24,8,187,4,2,2,422,0
1369,10476,0,8,251,4,2,2,422,0
1370,5948,96,9,237,1,2,2,122,0
1371,9140,89,6,91,1,2,2,122,0
1373,5675,98,11,493,1,3,3,133,0
1375,8805,1,11,371,4,3,2,432,0
1376,1542,26,12,396,3,3,2,332,0
1378,8773,22,11,322,4,3,2,432,0
1380,10420,56,7,222,2,2,2,222,0
1381,7514,74,7,177,2,2,2,222,0
1388,4791,35,4,41,3,1,1,311,0
1390,8216,7,7,325,4,2,2,422,0
1391,8140,51,6,95,2,2,2,222,0
1393,5289,30,3,72,3,1,2,312,0
1397,2589,65,5,59,2,1,1,211,0
1399,10490,11,10,417,4,2,3,423,0
1400,4094,92,10,289,1,2,2,122,0
1402,2534,4,7,188,4,2,2,422,0
1403,4188,53,9,354,2,2,2,222,0
1405,10827,49,7,146,3,2,2,322,0
1406,5491,70,11,319,2,3,2,232,0
1408,8783,40,13,454,3,3,3,333,0
1409,10010,43,5,152,3,1,2,312,0
1414,2678,62,8,209,2,2,2,222,0
1415,6376,83,12,545,1,3,3,133,0
1416,524,47,4,96,3,1,2,312,0
1417,10341,45,7,222,3,2,2,322,0
1418,5654,34,5,61,3,1,1,311,0
1419,4098,3,6,44,4,2,1,421,0
1421,7000,18,12,817,4,3,3,433,0
1425,2428,23,6,78,4,2,2,422,0
1426,8254,48,3,23,3,1,1,311,0
1427,2836,61,3,19,2,1,1,211,0
1428,8418,60,5,61,2,1,1,211,0
1429,1362,75,12,449,1,3,3,133,0
1430,7152,64,4,37,2,1,1,211,0
1431,10033,54,4,38,2,1,1,211,0
1434,3388,16,11,294,4,3,2,432,0
1436,8588,92,10,289,1,2,2,122,0
1438,574,96,5,125,1,1,2,112,0
1439,3220,30,7,156,3,2,2,322,0
1440,5967,60,5,70,2,1,2,212,0
1442,6856,75,6,65,1,2,1,121,0
1445,4682,88,10,310,1,2,2,122,0
1449,1927,41,9,690,3,2,3,323,0
1450,5788,46,7,209,3,2,2,322,0
1454,6875,38,12,529,3,3,3,333,0
1456,4042,87,8,180,1,2,2,122,0
1457,2157,49,6,77,3,2,2,322,0
1459,2525,65,14,534,2,3,3,233,0
1460,8233,9,14,556,4,3,3,433,0
1461,9483,24,12,637,4,3,3,433,0
1462,2945,25,4,46,3,1,1,311,0
1463,10403,43,6,44,3,2,1,321,0
1465,10524,29,7,795,3,2,3,323,0
1471,4864,68,7,175,2,2,2,222,0
1472,4706,65,4,40,2,1,1,211,0
1475,3697,20,7,134,4,2,2,422,0
1477,4220,26,5,87,3,1,2,312,0
1478,5286,68,7,217,2,2,2,222,0
1482,3102,32,4,32,3,1,1,311,0
1483,5868,49,4,46,3,1,1,311,0
1487,5529,56,13,444,2,3,3,233,0
1489,5763,63,11,380,2,3,2,232,0
1491,7494,11,10,269,4,2,2,422,0
1494,2005,86,6,75,1,2,2,122,0
1496,6885,36,5,55,3,1,1,311,0
1500,4093,61,9,436,2,2,3,223,0
1501,5751,54,4,38,2,1,1,211,0
1502,3340,56,13,436,2,3,3,233,0
1505,3643,65,10,928,2,2,3,223,0
1511,9,86,5,120,1,1,2,112,0
1514,3865,14,5,73,4,1,2,412,0
1515,2853,74,8,275,2,2,2,222,0
1517,6310,4,6,78,4,2,2,422,0
1518,10380,50,6,106,2,2,2,222,0
1519,3887,2,5,106,4,1,2,412,0
1522,1998,82,5,84,1,1,2,112,0
1524,11110,56,0,5,2,1,1,211,0
1527,7998,77,4,112,1,1,2,112,0
1529,3536,65,4,55,2,1,1,211,0
1531,125,65,10,271,2,2,2,222,0
1533,2804,86,5,120,1,1,2,112,0
1534,3745,92,6,103,1,2,2,122,0
1535,9771,97,10,269,1,2,2,122,0
1540,6678,5,7,72,4,2,2,422,0
1545,10212,43,6,100,3,2,2,322,0
1546,6365,5,5,80,4,1,2,412,0
1547,5636,50,7,167,2,2,2,222,0
1549,2217,46,3,23,3,1,1,311,0
1550,2544,68,5,92,2,1,2,212,0
1551,7725,33,11,641,3,3,3,333,0
1553,7321,85,8,1033,1,2,3,123,0
1556,955,81,8,240,1,2,2,122,0
1558,6642,50,6,102,2,2,2,222,0
1560,5424,30,7,156,3,2,2,322,0
1561,879,66,14,458,2,3,3,233,0
1563,4828,12,10,792,4,2,3,423,0
1564,10699,30,6,92,3,2,2,322,0
1565,1497,8,11,407,4,3,3,433,0
1569,1081,26,11,1019,3,3,3,333,0
1573,8135,41,4,52,3,1,1,311,0
1574,8685,56,13,436,2,3,3,233,0
1575,4967,19,10,268,4,2,2,422,0
1576,2130,4,6,147,4,2,2,422,0
1578,8175,71,6,137,2,2,2,222,0
1579,6257,81,14,507,1,3,3,133,0
1580,3790,31,3,15,3,1,1,311,0
1582,3503,78,11,974,1,3,3,133,0
1585,1626,37,3,49,3,1,1,311,0
1586,4764,52,7,169,2,2,2,222,0
1587,2471,39,9,299,3,2,2,322,0
1588,5892,11,8,221,4,2,2,422,0
1590,4971,22,7,155,4,2,2,422,0
1591,5185,83,9,892,1,2,3,123,0
1592,10069,43,4,58,3,1,1,311,0
1593,2262,74,11,311,2,3,2,232,0
1594,1131,54,6,95,2,2,2,222,0
1595,1041,3,13,424,4,3,3,433,0
1596,24,96,7,47,1,2,1,121,0
1597,3409,68,11,339,2,3,2,232,0
1599,7943,40,4,35,3,1,1,311,0
1600,5272,64,11,562,2,3,3,233,0
1603,800,57,4,32,2,1,1,211,0
1605,5062,71,4,39,2,1,1,211,0
1607,4656,28,14,710,3,3,3,333,0
1608,4480,61,12,401,2,3,3,233,0
1609,9971,22,12,506,4,3,3,433,0
1611,1773,38,5,57,3,1,1,311,0
1613,1764,92,10,270,1,2,2,122,0
1616,5423,35,3,16,3,1,1,311,0
1617,940,9,10,311,4,2,2,422,0
1618,3011,23,9,227,4,2,2,422,0
1620,8286,55,7,122,2,2,2,222,0
1621,9668,14,6,77,4,2,2,422,0
1623,6097,64,14,561,2,3,3,233,0
1624,7019,49,8,211,3,2,2,322,0
1625,7408,8,9,233,4,2,2,422,0
1627,252,11,14,601,4,3,3,433,0
1628,9986,8,6,54,4,2,1,421,0
1629,3276,53,6,78,2,2,2,222,0
1631,3570,64,9,244,2,2,2,222,0
1632,3783,43,6,116,3,2,2,322,0
1633,10207,40,3,15,3,1,1,311,0
1634,10906,52,8,425,2,2,3,223,0
1640,6866,56,4,34,2,1,1,211,0
1646,5177,56,12,396,2,3,2,232,0
1649,7485,48,6,138,3,2,2,322,0
1652,10352,2,5,117,4,1,2,412,0
1654,13,57,4,32,2,1,1,211,0
1656,2285,0,10,335,4,2,2,422,0
1658,1378,24,13,694,4,3,3,433,0
1660,1165,62,13,496,2,3,3,233,0
1661,1404,89,8,231,1,2,2,122,0
1663,2639,45,5,68,3,1,1,311,0
1664,8299,46,4,71,3,1,2,312,0
1665,6437,80,5,76,1,1,2,112,0
1667,7327,71,5,47,2,1,1,211,0
1670,8143,49,9,265,3,2,2,322,0
1673,3433,54,12,981,2,3,3,233,0
1675,4712,18,5,82,4,1,2,412,0
1676,1170,45,9,244,3,2,2,322,0
1677,6347,26,4,36,3,1,1,311,0
1678,4065,0,13,404,4,3,3,433,0
1679,8230,28,5,71,3,1,2,312,0
1681,5939,84,6,122,1,2,2,122,0
1682,2156,38,6,41,3,2,1,321,0
1683,7788,53,3,10,2,1,1,211,0
1684,10323,88,9,304,1,2,2,122,0
1692,10790,40,3,21,3,1,1,311,0
1694,2431,70,5,67,2,1,1,211,0
1697,10742,72,9,746,2,2,3,223,0
1701,3565,62,6,72,2,2,2,222,0
1702,5294,49,7,57,3,2,1,321,0
1704,7349,7,6,103,4,2,2,422,0
1705,8799,6,7,153,4,2,2,422,0
1707,1045,55,9,279,2,2,2,222,0
1709,8070,98,8,264,1,2,2,122,0
1714,4055,41,6,64,3,2,1,321,0
1715,10340,68,11,497,2,3,3,233,0
1717,7629,46,5,31,3,1,1,311,0
1718,10640,71,8,211,2,2,2,222,0
1724,1381,20,11,324,4,3,2,432,0
1726,10905,7,10,252,4,2,2,422,0
1727,1744,67,3,54,2,1,1,211,0
1730,8605,36,5,68,3,1,1,311,0
1738,10556,51,12,358,2,3,2,232,0
1740,48,97,7,184,1,2,2,122,0
1741,7610,32,11,460,3,3,3,333,0
1742,263,9,6,145,4,2,2,422,0
1746,10250,49,3,28,3,1,1,311,0
1751,7807,26,10,369,3,2,2,322,0
1753,5092,39,14,467,3,3,3,333,0
1754,2154,33,5,44,3,1,1,311,0
1755,5394,42,5,38,3,1,1,311,0
1756,3798,80,5,81,1,1,2,112,0
1757,3524,9,7,167,4,2,2,422,0
1758,5247,52,5,45,2,1,1,211,0
1759,5883,78,14,664,1,3,3,133,0
1761,8812,45,5,48,3,1,1,311,0
1762,6616,47,11,461,3,3,3,333,0
1769,5534,30,6,224,3,2,2,322,0
1770,5093,15,6,101,4,2,2,422,0
1771,7592,86,8,209,1,2,2,122,0
1774,2694,44,4,24,3,1,1,311,0
1775,8910,7,10,252,4,2,2,422,0
1776,7433,87,7,165,1,2,2,122,0
1777,164,59,10,269,2,2,2,222,0
1778,10477,16,5,102,4,1,2,412,0
1780,5150,64,5,47,2,1,1,211,0
1781,5283,72,6,144,2,2,2,222,0
1784,7261,8,10,318,4,2,2,422,0
1785,9648,20,9,253,4,2,2,422,0
1786,2870,6,12,502,4,3,3,433,0
1787,8008,54,6,119,2,2,2,222,0
1790,1419,11,5,76,4,1,2,412,0
1793,1250,82,5,84,1,1,2,112,0
1794,9905,69,6,255,2,2,2,222,0
1795,10691,55,3,43,2,1,1,211,0
1796,7002,13,11,398,4,3,3,433,0
1797,2952,80,6,76,1,2,2,122,0
1798,8439,97,10,902,1,2,3,123,0
1802,6289,85,7,185,1,2,2,122,0
1803,4168,30,13,433,3,3,3,333,0
1807,3130,95,6,44,1,2,1,121,0
1810,5513,49,4,40,3,1,1,311,0
1812,8093,72,10,914,2,2,3,223,0
1818,10307,91,14,525,1,3,3,133,0
1820,2415,99,10,953,1,2,3,123,0
1821,5684,25,5,68,3,1,1,311,0
1822,8334,34,6,131,3,2,2,322,0
1825,78,51,3,37,2,1,1,211,0
1826,5441,97,11,388,1,3,2,132,0
1829,1087,30,6,173,3,2,2,322,0
1830,6859,30,7,99,3,2,2,322,0
1831,9860,11,8,215,4,2,2,422,0
1833,5866,39,8,219,3,2,2,322,0
1834,10521,0,7,174,4,2,2,422,0
1835,7393,15,5,92,4,1,2,412,0
1837,332,56,10,275,2,2,2,222,0
1838,9847,39,10,587,3,2,3,323,0
1840,9576,60,8,159,2,2,2,222,0
1841,6906,73,7,1024,2,2,3,223,0
1843,3170,86,10,1042,1,2,3,123,0
1844,8527,37,12,395,3,3,2,332,0
1845,7872,7,12,557,4,3,3,433,0
1846,9931,29,0,9,3,1,1,311,0
1848,4609,14,14,486,4,3,3,433,0
1849,5010,72,4,34,2,1,1,211,0
1856,6710,84,6,103,1,2,2,122,0
1857,5316,89,6,84,1,2,2,122,0
1860,1459,16,10,928,4,2,3,423,0
1862,1630,56,12,424,2,3,3,233,0
1863,3254,65,9,960,2,2,3,223,0
1867,9467,51,4,20,2,1,1,211,0
1868,8486,27,13,367,3,3,2,332,0
1870,3286,71,5,42,2,1,1,211,0
1874,4796,71,4,39,2,1,1,211,0
1882,5180,56,8,149,2,2,2,222,0
1884,7679,48,4,28,3,1,1,311,0
1885,10702,67,14,450,2,3,3,233,0
1889,2961,86,10,382,1,2,2,122,0
1892,5790,62,5,72,2,1,2,212,0
1894,1743,99,7,801,1,2,3,123,0
1895,3578,29,9,236,3,2,2,322,0
1896,8462,52,3,80,2,1,2,212,0
1899,8780,71,11,507,2,3,3,233,0
1902,5896,94,10,397,1,2,2,122,0
1903,2337,77,6,39,1,2,1,121,0
1904,10951,20,11,306,4,3,2,432,0
1905,544,51,9,976,2,2,3,223,0
1906,17,81,13,1028,1,3,3,133,0
1907,10680,71,6,70,2,2,2,222,0
1908,3265,36,4,46,3,1,1,311,0
1915,10176,44,12,416,3,3,3,333,0
1916,2326,15,5,85,4,1,2,412,0
1917,4385,82,6,47,1,2,1,121,0
1918,2929,27,6,137,3,2,2,322,0
1919,10686,72,3,21,2,1,1,211,0
1920,2546,7,5,70,4,1,2,412,0
1930,5734,83,6,91,1,2,2,122,0
1931,2878,93,11,414,1,3,3,133,0
1932,1458,40,6,44,3,2,1,321,0
1933,7007,47,5,63,3,1,1,311,0
1935,1403,40,4,38,3,1,1,311,0
1936,4827,3,13,455,4,3,3,433,0
1938,9291,25,3,15,3,1,1,311,0
1939,2478,48,5,38,3,1,1,311,0
1941,5138,68,4,43,2,1,1,211,0
1942,5393,64,4,42,2,1,1,211,0
1944,5015,94,5,162,1,1,2,112,0
1947,2495,24,14,816,4,3,3,433,0
1948,7842,54,6,74,2,2,2,222,0
1949,9955,20,7,134,4,2,2,422,0
1950,6663,96,7,157,1,2,2,122,0
1951,2162,19,13,561,4,3,3,433,0
1954,5626,13,13,463,4,3,3,433,0
1956,8514,59,4,20,2,1,1,211,0
1957,10448,55,10,377,2,2,2,222,0
1959,7530,48,6,138,3,2,2,322,0
1962,6355,19,6,45,4,2,1,421,0
1963,3517,32,6,161,3,2,2,322,0
1964,1158,27,7,144,3,2,2,322,0
1970,6281,27,11,982,3,3,3,333,0
1971,4338,28,4,44,3,1,1,311,0
1972,2452,8,10,318,4,2,2,422,0
1973,9507,18,11,434,4,3,3,433,0
1974,8360,76,8,198,1,2,2,122,0
1976,5117,32,12,576,3,3,3,333,0
1977,4867,2,7,88,4,2,2,422,0
1979,10913,56,3,27,2,1,1,211,0
1980,3032,97,8,193,1,2,2,122,0
1981,8524,15,6,101,4,2,2,422,0
1983,4470,3,6,140,4,2,2,422,0
1984,1406,49,11,415,3,3,3,333,0
1986,10821,45,9,263,3,2,2,322,0
1987,4552,37,6,393,3,2,2,322,0
1988,898,39,7,147,3,2,2,322,0
1989,9797,38,11,443,3,3,3,333,0
1991,8212,89,7,174,1,2,2,122,0
1996,4122,73,10,895,2,2,3,223,0
1997,10841,46,12,484,3,3,3,333,0
1998,5370,38,13,413,3,3,3,333,0
1999,176,73,10,331,2,2,2,222,0
2000,4860,66,4,25,2,1,1,211,0
2001,10757,36,3,13,3,1,1,311,0
2002,4023,29,5,115,3,1,2,312,0
2003,6679,29,3,16,3,1,1,311,0
2004,9923,6,6,92,4,2,2,422,0
2007,405,68,8,441,2,2,3,223,0
2008,6870,73,10,283,2,2,2,222,0
2011,3657,1,8,165,4,2,2,422,0
2015,4102,46,3,23,3,1,1,311,0
2018,255,31,4,21,3,1,1,311,0
2020,9829,42,6,78,3,2,2,322,0
2021,6214,53,5,79,2,1,2,212,0
2022,4954,53,9,265,2,2,2,222,0
2025,9423,49,6,46,3,2,1,321,0
2027,153,29,4,46,3,1,1,311,0
2029,10001,98,5,100,1,1,2,112,0
2032,8625,70,6,45,2,2,1,221,0
2034,983,82,9,414,1,2,3,123,0
2035,9119,27,10,392,3,2,2,322,0
2037,5872,23,14,639,4,3,3,433,0
2038,6568,97,5,79,1,1,2,112,0
2040,5631,92,13,692,1,3,3,133,0
2044,4095,80,10,467,1,2,3,123,0
2045,5474,79,8,223,1,2,2,122,0
2046,4268,50,7,158,2,2,2,222,0
2050,626,28,4,43,3,1,1,311,0
2051,4426,35,13,527,3,3,3,333,0
2052,2591,49,10,932,3,2,3,323,0
2053,10509,46,6,71,3,2,2,322,0
2055,6673,51,6,129,2,2,2,222,0
2060,8775,74,6,137,2,2,2,222,0
2065,123,92,8,993,1,2,3,123,0
2066,6103,40,5,100,3,1,2,312,0
2068,10500,96,7,98,1,2,2,122,0
2070,2406,63,14,519,2,3,3,233,0
2072,5517,51,3,37,2,1,1,211,0
2075,10281,11,12,602,4,3,3,433,0
2076,6958,42,3,26,3,1,1,311,0
2077,954,77,5,102,1,1,2,112,0
2080,4643,40,7,176,3,2,2,322,0
2082,6497,32,11,433,3,3,3,333,0
2086,2802,61,11,961,2,3,3,233,0
2089,7901,39,3,22,3,1,1,311,0
2090,4865,2,13,400,4,3,3,433,0
2091,2686,49,3,26,3,1,1,311,0
2092,3107,31,11,350,3,3,2,332,0
2097,975,25,9,264,3,2,2,322,0
2100,1055,40,4,45,3,1,1,311,0
2104,5802,40,6,75,3,2,2,322,0
2106,6183,3,6,140,4,2,2,422,0
2108,5991,24,9,266,4,2,2,422,0
2112,11091,68,4,22,2,1,1,211,0
2113,3969,46,4,133,3,1,2,312,0
2114,1916,92,13,437,1,3,3,133,0
2119,6147,51,2,28,2,1,1,211,0
2120,8832,24,7,123,4,2,2,422,0
2122,7532,26,7,132,3,2,2,322,0
2124,2115,68,5,66,2,1,1,211,0
2129,10104,65,3,8,2,1,1,211,0
2133,642,69,4,103,2,1,2,212,0
2135,10127,21,12,395,4,3,2,432,0
2136,271,30,6,258,3,2,2,322,0
2137,4973,39,3,25,3,1,1,311,0
2138,2948,76,7,185,1,2,2,122,0
2139,2715,11,5,180,4,1,2,412,0
2140,10432,26,4,22,3,1,1,311,0
2141,9216,34,5,44,3,1,1,311,0
2142,7124,72,6,94,2,2,2,222,0
2143,9727,13,6,81,4,2,2,422,0
2147,1100,33,6,61,3,2,1,321,0
2148,7873,30,11,300,3,3,2,332,0
2149,10609,15,5,88,4,1,2,412,0
2150,6950,25,5,54,3,1,1,311,0
2152,9481,80,6,68,1,2,1,121,0
2153,7699,30,6,258,3,2,2,322,0
2155,8933,16,6,66,4,2,1,421,0
2156,8726,57,7,174,2,2,2,222,0
2159,10157,78,10,274,1,2,2,122,0
2161,902,74,10,312,2,2,2,222,0
2162,977,10,13,414,4,3,3,433,0
2165,9706,98,5,94,1,1,2,112,0
2169,4548,66,4,54,2,1,1,211,0
2177,492,3,13,424,4,3,3,433,0
2178,4377,32,10,575,3,2,3,323,0
2179,4541,84,9,257,1,2,2,122,0
2180,1321,49,6,56,3,2,1,321,0
2182,3266,96,5,125,1,1,2,112,0
2189,1646,36,4,46,3,1,1,311,0
2191,2656,63,3,59,2,1,1,211,0
2195,2980,52,6,35,2,2,1,221,0
2196,1839,25,7,141,3,2,2,322,0
2197,10722,63,9,546,2,2,3,223,0
2198,2632,10,9,500,4,2,3,423,0
2199,9014,65,6,61,2,2,1,221,0
2200,7620,71,4,106,2,1,2,212,0
2201,10968,0,14,704,4,3,3,433,0
2202,11133,3,13,424,4,3,3,433,0
2204,1876,15,5,85,4,1,2,412,0
2205,5959,80,8,199,1,2,2,122,0
2208,3850,52,4,43,2,1,1,211,0
2209,6168,28,3,53,3,1,1,311,0
2216,736,67,5,52,2,1,1,211,0
2218,4838,40,3,15,3,1,1,311,0
2219,9246,73,12,415,2,3,3,233,0
2220,6261,81,13,470,1,3,3,133,0
2223,1448,33,6,51,3,2,1,321,0
2224,4286,24,13,679,4,3,3,433,0
2225,4749,55,14,586,2,3,3,233,0
2227,4201,39,12,468,3,3,3,333,0
2230,7004,82,5,84,1,1,2,112,0
2232,8080,50,3,22,2,1,1,211,0
2236,4001,56,13,444,2,3,3,233,0
2239,9405,40,7,172,3,2,2,322,0
