,id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfmscore,Customer Segment,Date
911,4654,40,8,1253,3,2,4,324,big_spenders,2013-07-11
912,9760,24,20,1198,4,4,4,444,stars,2013-01-25
913,1048,11,7,178,4,2,2,422,0,2013-07-14
914,10619,29,14,1990,3,3,4,334,big_spenders,2012-03-12
915,9308,51,9,976,2,2,3,223,0,2013-11-05
916,10505,86,10,1001,1,2,3,123,0,2013-12-26
917,8362,9,13,1919,4,3,4,434,big_spenders,2013-07-08
918,2625,30,10,350,3,2,2,322,0,2013-11-17
919,4637,73,15,1650,2,4,4,244,loyals,2013-05-18
920,9972,25,4,46,3,1,1,311,0,2014-04-13
921,4483,67,8,1228,2,2,4,224,big_spenders,2013-04-17
922,4487,67,6,95,2,2,2,222,0,2013-01-24
923,4988,58,5,62,2,1,1,211,0,2014-04-05
924,8931,82,21,1761,1,4,4,144,loyals,2014-05-18
925,5871,98,12,467,1,3,3,133,0,2012-08-31
926,2008,93,13,1149,1,3,4,134,big_spenders,2014-10-02
927,3139,53,14,2052,2,3,4,234,big_spenders,2013-12-30
928,10037,66,11,1127,2,3,4,234,big_spenders,2014-04-05
929,10673,6,11,1416,4,3,4,434,big_spenders,2013-11-17
930,5303,42,15,1113,3,4,4,344,loyals,2014-08-04
931,538,78,5,125,1,1,2,112,0,2014-10-02
932,7922,29,21,966,3,4,3,343,loyals,2012-12-08
933,5692,82,4,32,1,1,1,111,lost,2012-12-22
934,4843,92,7,833,1,2,3,123,0,2014-05-22
935,6383,78,6,46,1,2,1,121,0,2014-05-25
936,1628,54,13,960,2,3,3,233,0,2013-10-24
937,1204,45,22,1829,3,4,4,344,loyals,2013-05-22
938,3673,59,18,779,2,4,3,243,loyals,2013-07-14
939,760,8,17,811,4,4,3,443,loyals,2013-09-08
940,8957,51,11,1120,2,3,4,234,big_spenders,2013-10-06
941,4128,51,14,725,2,3,3,233,0,2013-07-20
942,6810,76,9,1187,1,2,4,124,big_spenders,2013-05-28
943,5386,62,10,2302,2,2,4,224,big_spenders,2013-04-03
944,8700,86,5,66,1,1,1,111,lost,2012-12-22
945,3202,60,14,1250,2,3,4,234,big_spenders,2012-01-10
946,1328,56,13,683,2,3,3,233,0,2014-02-16
947,8405,83,9,305,1,2,2,122,0,2013-09-30
948,6515,92,5,50,1,1,1,111,lost,2013-06-12
949,2882,31,12,995,3,3,3,333,0,2012-01-10
950,7574,80,5,41,1,1,1,111,lost,2014-10-05
951,6387,39,5,77,3,1,2,312,0,2014-08-05
952,5320,20,7,171,4,2,2,422,0,2013-01-29
953,5048,53,5,131,2,1,2,212,0,2013-11-05
954,8146,84,3,54,1,1,1,111,lost,2014-11-05
955,10031,50,7,53,2,2,1,221,0,2013-10-02
956,5748,96,11,475,1,3,3,133,0,2012-01-12
957,2134,94,13,694,1,3,3,133,0,2012-08-17
958,1523,25,6,96,3,2,2,322,0,2014-07-05
959,9665,48,10,361,3,2,2,322,0,2013-04-27
960,4640,65,17,1079,2,4,4,244,loyals,2012-09-21
961,3635,69,14,578,2,3,3,233,0,2014-07-05
962,3547,12,5,64,4,1,1,411,rookies,2012-12-30
963,2456,84,7,149,1,2,2,122,0,2013-10-14
964,5633,47,9,231,3,2,2,322,0,2014-06-25
965,7801,87,16,728,1,4,3,143,loyals,2013-12-09
966,10489,35,15,1778,3,4,4,344,loyals,2013-08-19
967,7011,47,7,93,3,2,2,322,0,2012-12-10
968,2620,48,3,23,3,1,1,311,0,2013-04-13
969,3933,46,16,662,3,4,3,343,loyals,2012-10-13
970,10981,27,13,1198,3,3,4,334,big_spenders,2014-02-02
971,1734,37,7,81,3,2,2,322,0,2013-01-17
972,10995,8,7,92,4,2,2,422,0,2012-12-11
973,6357,29,14,491,3,3,3,333,0,2013-11-17
974,9209,85,17,1564,1,4,4,144,loyals,2012-10-14
975,10286,2,15,926,4,4,3,443,loyals,2014-03-02
976,2611,66,14,1910,2,3,4,234,big_spenders,2012-01-08
977,1600,60,11,411,2,3,3,233,0,2013-11-10
978,3308,54,6,94,2,2,2,222,0,2014-03-01
979,5407,70,17,1085,2,4,4,244,loyals,2013-12-09
980,2166,55,2,23,2,1,1,211,0,2013-12-07
981,3955,20,0,6,4,1,1,411,rookies,2014-06-22
982,6634,78,5,54,1,1,1,111,lost,2013-07-08
983,3056,63,20,1150,2,4,4,244,loyals,2013-10-14
984,5718,17,11,1415,4,3,4,434,big_spenders,2013-08-15
985,6872,43,12,405,3,3,3,333,0,2013-08-21
986,8164,13,12,1908,4,3,4,434,big_spenders,2013-11-25
987,4580,46,18,2486,3,4,4,344,loyals,2013-10-25
988,9305,65,17,1315,2,4,4,244,loyals,2013-12-05
989,453,1,5,45,4,1,1,411,rookies,2014-06-29
990,8545,6,12,1789,4,3,4,434,big_spenders,2014-03-21
991,9850,32,3,19,3,1,1,311,0,2012-11-29
992,7378,34,16,573,3,4,3,343,loyals,2012-08-31
993,7646,70,17,805,2,4,3,243,loyals,2014-02-18
994,1640,49,5,108,3,1,2,312,0,2014-06-22
995,5184,65,3,23,2,1,1,211,0,2014-03-26
996,8492,25,18,1493,3,4,4,344,loyals,2013-09-11
997,11188,84,5,89,1,1,2,112,0,2014-02-25
998,1212,7,14,936,4,3,3,433,0,2013-08-13
999,9097,34,11,343,3,3,2,332,0,2013-03-11
1000,10473,38,15,528,3,4,3,343,loyals,2012-10-09
1001,7962,1,8,1901,4,2,4,424,big_spenders,2013-09-10
1002,9984,25,12,724,3,3,3,333,0,2013-03-27
1003,5527,25,5,58,3,1,1,311,0,2013-02-13
1004,6374,50,9,297,2,2,2,222,0,2013-05-17
1005,7453,46,7,488,3,2,3,323,0,2013-02-02
1006,8952,96,16,859,1,4,3,143,loyals,2012-05-11
1007,241,57,15,1574,2,4,4,244,loyals,2013-12-05
1008,8975,47,5,69,3,1,1,311,0,2014-01-26
1009,6119,52,3,17,2,1,1,211,0,2013-10-05
1010,5236,30,18,2194,3,4,4,344,loyals,2012-08-25
1011,5723,63,6,116,2,2,2,222,0,2014-11-01
1012,1710,51,10,279,2,2,2,222,0,2013-07-03
1013,1970,14,6,103,4,2,2,422,0,2012-10-09
1014,5313,20,6,44,4,2,1,421,0,2014-04-18
1015,10634,56,12,406,2,3,3,233,0,2014-04-19
1016,7010,41,13,1363,3,3,4,334,big_spenders,2014-07-04
1017,8562,72,9,236,2,2,2,222,0,2013-05-28
1018,3158,1,4,39,4,1,1,411,rookies,2013-03-01
1019,4436,27,6,137,3,2,2,322,0,2013-02-20
1020,5287,77,6,79,1,2,2,122,0,2014-06-19
1021,2445,87,5,63,1,1,1,111,lost,2013-07-07
1022,6059,81,15,1314,1,4,4,144,loyals,2013-04-03
1023,4550,51,4,71,2,1,2,212,0,2014-06-24
1024,4240,79,4,58,1,1,1,111,lost,2012-03-11
1025,8911,11,14,702,4,3,3,433,0,2013-08-04
1026,3706,54,4,94,2,1,2,212,0,2013-08-21
1027,3628,93,4,80,1,1,2,112,0,2013-01-29
1028,10175,0,4,22,4,1,1,411,rookies,2013-01-08
1029,8985,54,20,1211,2,4,4,244,loyals,2012-04-11
1030,5204,21,13,1461,4,3,4,434,big_spenders,2013-06-29
1031,9220,58,13,1968,2,3,4,234,big_spenders,2013-01-17
1032,9888,3,11,1091,4,3,4,434,big_spenders,2014-06-25
1033,5263,99,4,55,1,1,1,111,lost,2013-01-22
1034,1020,70,12,1366,2,3,4,234,big_spenders,2014-12-05
1035,9503,65,10,313,2,2,2,222,0,2012-08-29
1036,10613,44,7,62,3,2,1,321,0,2014-02-26
1037,67,6,6,92,4,2,2,422,0,2013-09-18
1038,6019,9,3,72,4,1,2,412,0,2014-03-30
1039,5863,95,14,655,1,3,3,133,0,2013-05-29
1040,3717,70,11,704,2,3,3,233,0,2014-04-23
1041,6730,92,5,54,1,1,1,111,lost,2012-03-11
1042,10749,62,0,178,2,1,2,212,0,2012-09-18
1043,4998,85,8,1033,1,2,3,123,0,2014-05-23
1044,6287,2,3,36,4,1,1,411,rookies,2013-07-30
1045,5985,0,6,122,4,2,2,422,0,2012-10-13
1046,4754,91,6,122,1,2,2,122,0,2013-09-25
1047,4002,3,19,1123,4,4,4,444,stars,2013-10-13
1048,8870,68,11,497,2,3,3,233,0,2012-11-13
1049,966,98,17,691,1,4,3,143,loyals,2013-05-07
1050,4767,41,13,1363,3,3,4,334,big_spenders,2014-07-04
1051,9725,16,3,12,4,1,1,411,rookies,2014-05-06
1052,4475,82,16,2440,1,4,4,144,loyals,2013-02-16
1053,5740,1,3,56,4,1,1,411,rookies,2013-02-14
1054,5731,64,4,37,2,1,1,211,0,2013-05-04
1055,7290,68,15,968,2,4,3,243,loyals,2012-05-10
1056,3846,98,10,270,1,2,2,122,0,2012-08-29
1057,8104,32,10,278,3,2,2,322,0,2013-09-08
1058,4507,87,14,1250,1,3,4,134,big_spenders,2012-11-27
1059,11013,84,8,938,1,2,3,123,0,2013-03-31
1060,4491,3,13,1178,4,3,4,434,big_spenders,2012-01-10
1061,3759,34,18,1155,3,4,4,344,loyals,2013-07-25
1062,1162,23,16,653,4,4,3,443,loyals,2013-10-01
1063,2055,37,3,49,3,1,1,311,0,2014-05-19
1064,10766,22,12,506,4,3,3,433,0,2014-11-04
1065,4415,19,4,38,4,1,1,411,rookies,2012-12-09
1066,3005,7,12,1650,4,3,4,434,big_spenders,2014-01-05
1067,2223,52,16,1826,2,4,4,244,loyals,2012-03-08
1068,4817,91,3,18,1,1,1,111,lost,2012-04-08
1069,2875,93,16,906,1,4,3,143,loyals,2014-04-03
1070,10536,78,6,46,1,2,1,121,0,2014-05-25
1071,11112,23,13,1477,4,3,4,434,big_spenders,2012-03-12
1072,3807,83,18,766,1,4,3,143,loyals,2012-11-30
1073,9197,92,5,47,1,1,1,111,lost,2014-02-24
1074,10832,4,12,467,4,3,3,433,0,2013-07-18
1075,6421,32,13,2116,3,3,4,334,big_spenders,2013-03-07
1076,4207,27,17,1298,3,4,4,344,loyals,2013-01-05
1077,577,10,4,22,4,1,1,411,rookies,2013-08-20
1078,10855,9,12,396,4,3,2,432,0,2014-01-22
1079,3081,65,3,20,2,1,1,211,0,2013-04-22
1080,3535,68,9,967,2,2,3,223,0,2014-03-17
1081,247,16,11,357,4,3,2,432,0,2012-11-17
1082,8707,12,9,1401,4,2,4,424,big_spenders,2012-08-22
1083,9523,95,3,15,1,1,1,111,lost,2013-08-17
1084,6072,16,11,2087,4,3,4,434,big_spenders,2013-02-02
1085,6295,46,16,981,3,4,3,343,loyals,2013-04-02
1086,10914,3,4,17,4,1,1,411,rookies,2013-12-10
1087,1509,80,13,523,1,3,3,133,0,2013-04-01
1088,5577,77,3,23,1,1,1,111,lost,2014-03-05
1089,7348,0,9,1192,4,2,4,424,big_spenders,2014-03-17
1090,1127,62,13,1958,2,3,4,234,big_spenders,2014-05-29
1091,1833,91,6,133,1,2,2,122,0,2014-04-26
1092,4944,24,11,777,4,3,3,433,0,2013-08-23
1093,9080,2,6,73,4,2,2,422,0,2013-06-22
1094,6466,22,6,121,4,2,2,422,0,2014-12-03
1095,9964,56,12,424,2,3,3,233,0,2013-07-08
1096,4790,54,9,868,2,2,3,223,0,2014-02-06
1097,10245,71,11,756,2,3,3,233,0,2012-10-31
1098,1109,38,3,12,3,1,1,311,0,2013-04-23
1099,6001,62,15,937,2,4,3,243,loyals,2013-02-01
1100,5538,78,10,1862,1,2,4,124,big_spenders,2013-08-10
1101,10552,18,11,367,4,3,2,432,0,2013-05-20
1102,1545,95,12,443,1,3,3,133,0,2013-02-08
1103,7409,66,10,267,2,2,2,222,0,2013-10-26
1104,4444,28,5,61,3,1,1,311,0,2014-03-24
1105,146,78,15,1323,1,4,4,144,loyals,2013-11-15
1106,6271,13,5,63,4,1,1,411,rookies,2014-06-19
1107,10065,27,6,64,3,2,1,321,0,2013-03-08
1108,4741,17,15,562,4,4,3,443,loyals,2014-01-30
1109,246,71,11,312,2,3,2,232,0,2014-05-31
1110,375,79,13,1156,1,3,4,134,big_spenders,2013-02-25
1111,1524,1,13,1104,4,3,4,434,big_spenders,2013-01-03
1112,10022,78,3,16,1,1,1,111,lost,2014-09-02
1113,7451,23,13,2008,4,3,4,434,big_spenders,2014-02-17
1114,11010,75,6,44,1,2,1,121,0,2013-08-30
1115,4356,70,8,1574,2,2,4,224,big_spenders,2013-08-28
1116,3885,10,3,63,4,1,1,411,rookies,2013-10-16
1117,1175,24,6,426,4,2,3,423,0,2013-09-20
1118,880,47,4,96,3,1,2,312,0,2013-01-16
1119,2320,98,17,635,1,4,3,143,loyals,2013-12-09
1120,850,4,15,757,4,4,3,443,loyals,2013-06-10
1121,4713,15,6,125,4,2,2,422,0,2012-11-22
1122,675,67,9,332,2,2,2,222,0,2013-05-17
1123,5025,32,6,135,3,2,2,322,0,2013-12-24
1124,2308,40,11,330,3,3,2,332,0,2012-11-18
1125,5995,54,11,384,2,3,2,232,0,2012-12-18
1126,6749,78,11,1722,1,3,4,134,big_spenders,2012-08-08
1127,1010,94,4,78,1,1,2,112,0,2014-04-24
1128,8977,51,3,24,2,1,1,211,0,2013-12-01
1129,4756,42,18,1168,3,4,4,344,loyals,2013-12-20
1130,3412,67,11,957,2,3,3,233,0,2013-01-15
1131,606,87,3,15,1,1,1,111,lost,2013-10-10
1132,5961,29,4,57,3,1,1,311,0,2014-07-06
1133,2975,89,15,1956,1,4,4,144,loyals,2012-12-11
1134,2894,74,15,2013,2,4,4,244,loyals,2013-10-29
1135,7613,97,11,326,1,3,2,132,0,2014-05-24
1136,10542,63,6,77,2,2,2,222,0,2012-05-08
1137,8015,88,13,1313,1,3,4,134,big_spenders,2013-03-05
1138,10617,34,6,30,3,2,1,321,0,2014-05-22
1139,11166,81,10,315,1,2,2,122,0,2013-02-02
1140,849,65,16,660,2,4,3,243,loyals,2013-06-20
1141,523,51,6,74,2,2,2,222,0,2013-01-31
1142,4066,76,4,46,1,1,1,111,lost,2014-11-05
1143,8414,76,6,86,1,2,2,122,0,2013-08-17
1144,819,84,19,1103,1,4,4,144,loyals,2013-05-11
1145,4961,56,6,61,2,2,1,221,0,2014-01-21
1146,749,31,6,145,3,2,2,322,0,2013-11-19
1147,5430,0,17,684,4,4,3,443,loyals,2012-09-14
1148,7755,91,13,411,1,3,3,133,0,2013-12-11
1149,10525,40,3,27,3,1,1,311,0,2012-10-13
1150,1453,59,22,1060,2,4,4,244,loyals,2013-06-07
1151,8310,96,17,1459,1,4,4,144,loyals,2012-08-29
1152,10710,61,3,18,2,1,1,211,0,2012-08-29
1153,5031,14,16,1833,4,4,4,444,stars,2012-09-22
1154,2613,16,7,237,4,2,2,422,0,2014-03-04
1155,213,98,5,48,1,1,1,111,lost,2014-05-28
1156,967,11,14,515,4,3,3,433,0,2013-07-21
1157,1077,52,11,1020,2,3,3,233,0,2012-05-12
1158,7959,19,8,1370,4,2,4,424,big_spenders,2014-05-29
1159,640,61,17,1026,2,4,3,243,loyals,2013-11-03
1160,4252,73,10,301,2,2,2,222,0,2014-03-23
1161,8432,0,17,684,4,4,3,443,loyals,2012-09-14
1162,6218,74,15,499,2,4,3,243,loyals,2012-10-20
1163,6905,55,16,1004,2,4,3,243,loyals,2012-08-22
1164,5922,48,9,218,3,2,2,322,0,2013-10-13
1165,3598,53,16,606,2,4,3,243,loyals,2013-05-23
1166,6116,13,4,75,4,1,2,412,0,2013-05-07
1167,6263,34,6,106,3,2,2,322,0,2012-08-22
1168,10486,54,12,990,2,3,3,233,0,2013-05-29
1169,2410,69,11,1097,2,3,4,234,big_spenders,2014-01-22
1170,193,81,3,16,1,1,1,111,lost,2014-02-17
1171,3363,99,4,34,1,1,1,111,lost,2014-03-17
1172,8278,3,13,1711,4,3,4,434,big_spenders,2012-08-26
1173,10660,61,12,438,2,3,3,233,0,2014-12-01
1174,8686,65,5,75,2,1,2,212,0,2013-08-01
1175,1604,93,8,225,1,2,2,122,0,2013-11-13
1176,5907,24,3,18,4,1,1,411,rookies,2012-03-11
1177,10669,8,13,470,4,3,3,433,0,2013-05-17
1178,2918,72,6,91,2,2,2,222,0,2013-04-13
1179,5735,29,13,2525,3,3,4,334,big_spenders,2014-02-13
1180,359,33,14,504,3,3,3,333,0,2013-01-13
1181,8387,68,9,235,2,2,2,222,0,2013-05-01
1182,1829,55,13,1232,2,3,4,234,big_spenders,2013-01-19
1183,3839,76,5,88,1,1,2,112,0,2013-03-05
1184,9392,17,3,17,4,1,1,411,rookies,2014-08-05
1185,2292,94,4,24,1,1,1,111,lost,2013-02-08
1186,10466,86,5,60,1,1,1,111,lost,2013-08-22
1187,9855,25,19,1020,3,4,3,343,loyals,2013-08-25
1188,4088,22,7,155,4,2,2,422,0,2012-06-12
1189,5231,15,4,51,4,1,1,411,rookies,2014-02-27
1190,590,35,9,1812,3,2,4,324,big_spenders,2012-12-22
1191,8732,81,17,1461,1,4,4,144,loyals,2012-11-17
1192,2315,55,3,96,2,1,2,212,0,2014-04-20
1193,3515,94,8,160,1,2,2,122,0,2014-02-17
1194,2245,50,6,139,2,2,2,222,0,2013-04-22
1195,6283,64,18,908,2,4,3,243,loyals,2013-04-21
1196,2246,91,6,183,1,2,2,122,0,2013-01-09
1197,6606,11,15,1161,4,4,4,444,stars,2013-03-31
1198,5545,72,8,988,2,2,3,223,0,2014-05-04
1199,7342,6,18,1072,4,4,4,444,stars,2012-09-09
1200,837,0,7,174,4,2,2,422,0,2013-11-09
1201,9500,66,17,758,2,4,3,243,loyals,2013-01-25
1202,3602,42,7,195,3,2,2,322,0,2013-12-31
1203,234,60,3,31,2,1,1,211,0,2012-10-10
1204,2995,64,12,1084,2,3,4,234,big_spenders,2013-08-17
1205,1118,87,15,685,1,4,3,143,loyals,2013-02-20
1206,7789,96,16,1672,1,4,4,144,loyals,2013-11-22
1207,3068,1,5,43,4,1,1,411,rookies,2013-10-29
1208,8955,54,3,49,2,1,1,211,0,2014-02-16
1209,945,53,7,133,2,2,2,222,0,2013-05-22
1210,5644,96,12,363,1,3,2,132,0,2013-12-10
1211,7192,58,12,545,2,3,3,233,0,2013-04-15
1212,2324,12,18,1065,4,4,4,444,stars,2013-10-27
1213,697,78,11,2047,1,3,4,134,big_spenders,2013-12-03
1214,3439,64,9,296,2,2,2,222,0,2012-10-31
1215,1506,26,6,140,3,2,2,322,0,2013-06-28
1216,232,8,14,530,4,3,3,433,0,2013-07-17
1217,8876,49,7,152,3,2,2,322,0,2012-08-08
1218,4500,56,14,1598,2,3,4,234,big_spenders,2013-06-10
1219,9739,55,4,114,2,1,2,212,0,2013-01-19
1220,10395,25,6,101,3,2,2,322,0,2012-08-22
1221,1176,50,3,25,2,1,1,211,0,2013-09-22
1222,1627,84,14,789,1,3,3,133,0,2013-01-26
1223,938,30,4,87,3,1,2,312,0,2013-07-30
1224,2740,81,6,90,1,2,2,122,0,2013-09-22
1225,257,74,14,1215,2,3,4,234,big_spenders,2013-04-28
1226,4058,76,19,811,1,4,3,143,loyals,2013-12-10
1227,7736,36,4,61,3,1,1,311,0,2012-10-22
1228,8210,64,12,405,2,3,3,233,0,2013-08-15
1229,833,62,6,72,2,2,2,222,0,2014-03-30
1230,6230,53,9,189,2,2,2,222,0,2013-02-15
1231,7325,86,4,40,1,1,1,111,lost,2013-06-29
1232,1307,15,7,63,4,2,1,421,0,2014-09-02
1233,1502,67,5,52,2,1,1,211,0,2013-03-21
1234,6211,47,4,39,3,1,1,311,0,2014-02-05
1235,843,47,19,805,3,4,3,343,loyals,2014-05-26
1236,4174,81,6,130,1,2,2,122,0,2014-04-17
1237,9757,98,17,1631,1,4,4,144,loyals,2013-04-10
1238,6918,56,4,34,2,1,1,211,0,2013-04-07
1239,286,48,7,152,3,2,2,322,0,2013-11-29
1240,11086,18,4,21,4,1,1,411,rookies,2014-01-18
1241,1921,74,5,71,2,1,2,212,0,2013-03-10
1242,4138,68,12,899,2,3,3,233,0,2014-05-24
1243,7718,36,6,711,3,2,3,323,0,2014-04-20
1244,1291,90,10,351,1,2,2,122,0,2012-04-08
1245,6862,65,0,8,2,1,1,211,0,2014-05-18
1246,4136,63,5,119,2,1,2,212,0,2012-03-12
1247,803,82,2,21,1,1,1,111,lost,2013-05-04
1248,4298,63,3,10,2,1,1,211,0,2014-03-24
1249,10833,55,21,973,2,4,3,243,loyals,2014-05-24
1250,9606,64,10,1536,2,2,4,224,big_spenders,2013-08-27
1251,8534,51,19,992,2,4,3,243,loyals,2013-07-16
1252,5153,97,22,1529,1,4,4,144,loyals,2013-02-22
1253,961,92,12,860,1,3,3,133,0,2013-12-09
1254,5011,51,12,928,2,3,3,233,0,2013-10-18
1255,6653,72,12,418,2,3,3,233,0,2012-07-30
1256,9094,39,10,587,3,2,3,323,0,2012-03-08
1257,810,49,15,641,3,4,3,343,loyals,2014-12-05
1258,5493,21,3,23,4,1,1,411,rookies,2014-03-19
1259,2147,91,15,2279,1,4,4,144,loyals,2013-08-16
1260,5107,37,3,49,3,1,1,311,0,2014-05-19
1261,3979,98,14,1779,1,3,4,134,big_spenders,2013-05-22
1262,6049,85,18,1804,1,4,4,144,loyals,2013-05-12
1263,8147,40,5,48,3,1,1,311,0,2013-06-07
1264,1857,2,4,83,4,1,2,412,0,2014-06-03
1265,3910,78,10,1862,1,2,4,124,big_spenders,2013-08-10
1266,5207,41,15,793,3,4,3,343,loyals,2012-09-24
1267,11114,94,5,84,1,1,2,112,0,2013-08-02
1268,5429,10,8,183,4,2,2,422,0,2013-08-20
1269,9400,73,12,1383,2,3,4,234,big_spenders,2014-06-21
1270,1740,22,11,999,4,3,3,433,0,2014-07-04
1271,7488,30,18,825,3,4,3,343,loyals,2013-01-22
1272,195,21,9,246,4,2,2,422,0,2012-08-26
1273,635,51,16,610,2,4,3,243,loyals,2013-03-19
1274,7527,97,5,76,1,1,2,112,0,2012-11-21
1275,10319,56,14,1286,2,3,4,234,big_spenders,2013-02-26
1276,2296,4,3,30,4,1,1,411,rookies,2013-12-16
1277,10637,77,6,99,1,2,2,122,0,2013-01-01
1278,2931,95,15,1192,1,4,4,144,loyals,2012-09-21
1279,907,36,12,362,3,3,2,332,0,2013-11-29
1280,3698,13,12,2130,4,3,4,434,big_spenders,2012-09-08
1281,9516,90,19,1229,1,4,4,144,loyals,2012-08-18
1282,679,49,4,38,3,1,1,311,0,2012-09-20
1283,7384,18,14,485,4,3,3,433,0,2013-07-21
1284,5043,89,9,434,1,2,3,123,0,2012-05-11
1285,5267,43,4,44,3,1,1,311,0,2013-03-14
1286,339,82,14,496,1,3,3,133,0,2012-11-23
1287,2516,84,3,78,1,1,2,112,0,2013-08-06
1288,9010,80,15,2346,1,4,4,144,loyals,2013-10-02
1289,378,68,17,794,2,4,3,243,loyals,2012-12-30
1290,4808,12,3,17,4,1,1,411,rookies,2013-05-09
1291,5068,75,4,26,1,1,1,111,lost,2013-07-31
1292,7628,10,6,76,4,2,2,422,0,2014-03-18
1293,7128,91,3,15,1,1,1,111,lost,2013-07-12
1294,2811,21,5,62,4,1,1,411,rookies,2014-12-04
1295,3551,28,7,198,3,2,2,322,0,2014-03-29
1296,1663,97,4,49,1,1,1,111,lost,2013-10-25
1297,5543,49,18,802,3,4,3,343,loyals,2013-06-24
1298,1577,14,8,1736,4,2,4,424,big_spenders,2014-02-19
1299,10641,5,5,57,4,1,1,411,rookies,2012-12-27
1300,5336,37,2,59,3,1,1,311,0,2013-04-06
1301,6024,62,10,2302,2,2,4,224,big_spenders,2013-04-03
1302,1878,83,5,37,1,1,1,111,lost,2014-02-18
1303,3099,48,9,310,3,2,2,322,0,2013-02-25
1304,6055,94,13,1305,1,3,4,134,big_spenders,2012-01-11
1305,5841,61,18,832,2,4,3,243,loyals,2013-06-28
1306,3972,70,12,401,2,3,3,233,0,2013-03-04
1307,4394,43,17,1501,3,4,4,344,loyals,2014-05-23
1308,5758,23,23,1189,4,4,4,444,stars,2014-01-14
1309,6658,37,23,1194,3,4,4,344,loyals,2013-07-22
1310,4603,50,15,656,2,4,3,243,loyals,2014-01-31
1311,8427,78,17,1540,1,4,4,144,loyals,2012-11-23
1312,10260,74,11,311,2,3,2,232,0,2013-08-26
1313,7143,14,14,820,4,3,3,433,0,2013-06-11
1314,8789,77,10,274,1,2,2,122,0,2014-11-01
1315,6197,39,6,57,3,2,1,321,0,2013-04-20
1316,4554,89,11,448,1,3,3,133,0,2013-01-10
1317,4937,62,4,44,2,1,1,211,0,2014-10-06
1318,1920,59,6,102,2,2,2,222,0,2013-07-29
1319,8749,68,3,61,2,1,1,211,0,2014-01-02
1320,1650,13,17,1643,4,4,4,444,stars,2013-04-22
1321,10377,37,11,397,3,3,2,332,0,2013-06-06
1322,9206,36,17,1121,3,4,4,344,loyals,2014-07-01
1323,10971,28,10,473,3,2,3,323,0,2012-03-09
1324,6398,2,6,50,4,2,1,421,0,2014-03-29
1325,9212,17,19,1678,4,4,4,444,stars,2013-02-14
1326,7937,86,6,58,1,2,1,121,0,2014-04-18
1327,839,54,7,170,2,2,2,222,0,2013-09-25
1328,4246,2,2,373,4,1,2,412,0,2013-12-12
1329,158,3,13,1196,4,3,4,434,big_spenders,2013-11-17
1330,4832,84,4,101,1,1,2,112,0,2014-07-03
1331,5621,8,11,316,4,3,2,432,0,2012-12-12
1332,1945,4,14,1400,4,3,4,434,big_spenders,2013-09-18
1333,5147,57,17,1424,2,4,4,244,loyals,2013-07-29
1334,2535,24,14,844,4,3,3,433,0,2012-08-18
1335,11039,51,9,311,2,2,2,222,0,2013-09-17
1336,9495,29,8,1149,3,2,4,324,big_spenders,2013-08-05
1337,9635,13,6,129,4,2,2,422,0,2014-04-20
1338,2173,23,4,32,4,1,1,411,rookies,2013-10-16
1339,942,36,10,299,3,2,2,322,0,2012-08-08
1340,9386,88,11,320,1,3,2,132,0,2014-05-29
1341,5510,2,11,441,4,3,3,433,0,2012-11-21
1342,873,3,13,1178,4,3,4,434,big_spenders,2012-01-10
1343,2253,15,5,85,4,1,2,412,0,2013-02-16
1344,5181,58,3,24,2,1,1,211,0,2013-03-20
1345,979,11,5,112,4,1,2,412,0,2013-02-20
1346,10390,27,4,30,3,1,1,311,0,2013-10-02
1347,4698,32,12,410,3,3,3,333,0,2013-06-20
1348,7793,12,17,800,4,4,3,443,loyals,2013-08-31
1349,1745,88,13,1313,1,3,4,134,big_spenders,2013-03-05
1350,10590,91,14,1483,1,3,4,134,big_spenders,2013-03-30
