,id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfmscore,Customer Segment,Date
1351,5080,12,10,1258,4,2,4,424,big_spenders,2013-10-21
1352,8369,21,2,28,4,1,1,411,rookies,2012-08-11
1353,5232,23,9,227,4,2,2,422,0,2014-01-27
1354,2407,10,13,1555,4,3,4,434,big_spenders,2012-09-11
1355,3834,35,19,861,3,4,3,343,loyals,2013-03-17
1356,7912,69,5,103,2,1,2,212,0,2013-04-22
1357,7712,68,16,634,2,4,3,243,loyals,2014-04-28
1358,1065,85,10,1918,1,2,4,124,big_spenders,2013-12-29
1359,7275,34,6,131,3,2,2,322,0,2013-04-10
1360,1343,55,14,586,2,3,3,233,0,2012-09-26
1361,1384,10,4,62,4,1,1,411,rookies,2013-11-23
1362,9967,30,13,447,3,3,3,333,0,2013-05-30
1363,6181,36,19,939,3,4,3,343,loyals,2012-07-31
1364,10507,14,9,797,4,2,3,423,0,2013-07-25
1365,2674,79,12,1143,1,3,4,134,big_spenders,2012-04-09
1366,2698,52,11,415,2,3,3,233,0,2013-07-11
1367,3231,97,4,30,1,1,1,111,lost,2013-11-25
1368,4096,24,8,187,4,2,2,422,0,2013-12-26
1369,10476,0,8,251,4,2,2,422,0,2014-05-13
1370,5948,96,9,237,1,2,2,122,0,2014-04-29
1371,9140,89,6,91,1,2,2,122,0,2013-12-25
1372,10258,94,4,35,1,1,1,111,lost,2013-06-05
1373,5675,98,11,493,1,3,3,133,0,2012-04-10
1374,4743,72,19,971,2,4,3,243,loyals,2013-03-03
1375,8805,1,11,371,4,3,2,432,0,2012-02-12
1376,1542,26,12,396,3,3,2,332,0,2013-12-30
1377,6770,5,4,68,4,1,1,411,rookies,2013-08-20
1378,8773,22,11,322,4,3,2,432,0,2013-06-25
1380,10420,56,7,222,2,2,2,222,0,2014-05-05
1381,7514,74,7,177,2,2,2,222,0,2013-03-07
1384,793,24,5,45,4,1,1,411,rookies,2012-06-10
1385,10909,9,10,1899,4,2,4,424,big_spenders,2014-01-15
1387,8702,10,4,22,4,1,1,411,rookies,2013-08-20
1388,4791,35,4,41,3,1,1,311,0,2012-12-16
1389,2963,56,14,1440,2,3,4,234,big_spenders,2014-02-05
1390,8216,7,7,325,4,2,2,422,0,2013-11-10
1391,8140,51,6,95,2,2,2,222,0,2013-03-10
1392,10146,17,4,42,4,1,1,411,rookies,2014-02-03
1393,5289,30,3,72,3,1,2,312,0,2012-09-11
1394,2587,21,5,20,4,1,1,411,rookies,2014-05-15
1395,4405,2,18,789,4,4,3,443,loyals,2013-07-30
1396,8663,85,3,15,1,1,1,111,lost,2014-05-22
1397,2589,65,5,59,2,1,1,211,0,2014-07-02
1398,3421,64,18,908,2,4,3,243,loyals,2013-04-21
1399,10490,11,10,417,4,2,3,423,0,2012-10-12
1400,4094,92,10,289,1,2,2,122,0,2012-08-25
1401,9958,54,18,769,2,4,3,243,loyals,2014-03-29
1402,2534,4,7,188,4,2,2,422,0,2014-04-21
1403,4188,53,9,354,2,2,2,222,0,2012-08-13
1404,6613,39,16,727,3,4,3,343,loyals,2012-12-10
1405,10827,49,7,146,3,2,2,322,0,2012-07-08
1406,5491,70,11,319,2,3,2,232,0,2013-11-04
1407,8402,40,15,794,3,4,3,343,loyals,2013-12-17
1408,8783,40,13,454,3,3,3,333,0,2012-08-09
1409,10010,43,5,152,3,1,2,312,0,2012-06-09
1410,618,17,19,797,4,4,3,443,loyals,2012-09-28
1411,9121,40,11,1690,3,3,4,334,big_spenders,2013-05-20
1412,361,84,3,20,1,1,1,111,lost,2014-02-18
1413,4310,25,10,1428,3,2,4,324,big_spenders,2014-01-22
1414,2678,62,8,209,2,2,2,222,0,2013-02-13
1415,6376,83,12,545,1,3,3,133,0,2013-10-06
1416,524,47,4,96,3,1,2,312,0,2013-01-16
1417,10341,45,7,222,3,2,2,322,0,2014-02-23
1418,5654,34,5,61,3,1,1,311,0,2014-03-16
1419,4098,3,6,44,4,2,1,421,0,2014-01-28
1420,5824,1,3,8,4,1,1,411,rookies,2014-11-04
1421,7000,18,12,817,4,3,3,433,0,2013-10-13
1422,2561,45,16,1371,3,4,4,344,loyals,2012-11-11
1423,5229,81,4,42,1,1,1,111,lost,2014-02-16
1424,4086,77,3,60,1,1,1,111,lost,2012-12-28
1425,2428,23,6,78,4,2,2,422,0,2013-04-05
1426,8254,48,3,23,3,1,1,311,0,2013-04-13
1427,2836,61,3,19,2,1,1,211,0,2013-09-16
1428,8418,60,5,61,2,1,1,211,0,2014-03-30
1429,1362,75,12,449,1,3,3,133,0,2013-04-03
1430,7152,64,4,37,2,1,1,211,0,2013-05-04
1431,10033,54,4,38,2,1,1,211,0,2014-02-13
1432,9349,84,17,1131,1,4,4,144,loyals,2013-12-19
1433,274,75,5,34,1,1,1,111,lost,2013-12-23
1434,3388,16,11,294,4,3,2,432,0,2013-10-30
1435,922,79,3,48,1,1,1,111,lost,2013-04-05
1436,8588,92,10,289,1,2,2,122,0,2012-08-25
1437,2518,16,2,30,4,1,1,411,rookies,2013-01-25
1438,574,96,5,125,1,1,2,112,0,2014-04-23
1439,3220,30,7,156,3,2,2,322,0,2013-02-14
1440,5967,60,5,70,2,1,2,212,0,2013-07-18
1441,1183,11,3,22,4,1,1,411,rookies,2013-09-21
1442,6856,75,6,65,1,2,1,121,0,2012-03-09
1443,4530,36,13,1930,3,3,4,334,big_spenders,2012-10-24
1444,1553,71,17,2283,2,4,4,244,loyals,2013-09-27
1445,4682,88,10,310,1,2,2,122,0,2013-10-15
1446,8204,93,13,1319,1,3,4,134,big_spenders,2012-12-16
1447,5221,93,15,879,1,4,3,143,loyals,2012-01-12
1448,1232,54,12,1244,2,3,4,234,big_spenders,2013-10-25
1449,1927,41,9,690,3,2,3,323,0,2014-03-23
1450,5788,46,7,209,3,2,2,322,0,2013-02-17
1451,6652,28,12,1134,3,3,4,334,big_spenders,2014-09-06
1452,6246,40,11,1507,3,3,4,334,big_spenders,2013-11-13
1453,5975,82,5,57,1,1,1,111,lost,2013-09-30
1454,6875,38,12,529,3,3,3,333,0,2012-08-28
1455,4399,3,11,1091,4,3,4,434,big_spenders,2014-06-25
1456,4042,87,8,180,1,2,2,122,0,2012-10-13
1457,2157,49,6,77,3,2,2,322,0,2013-12-01
1458,10133,16,18,2349,4,4,4,444,stars,2014-12-02
1459,2525,65,14,534,2,3,3,233,0,2012-09-14
1460,8233,9,14,556,4,3,3,433,0,2014-01-26
1461,9483,24,12,637,4,3,3,433,0,2013-08-19
1462,2945,25,4,46,3,1,1,311,0,2014-04-13
1463,10403,43,6,44,3,2,1,321,0,2014-06-18
1464,5074,10,4,47,4,1,1,411,rookies,2013-08-07
1465,10524,29,7,795,3,2,3,323,0,2013-06-20
1466,4690,45,16,586,3,4,3,343,loyals,2013-02-13
1467,7521,57,15,1574,2,4,4,244,loyals,2013-12-05
1468,7196,20,3,13,4,1,1,411,rookies,2014-08-02
1469,4406,29,17,1471,3,4,4,344,loyals,2013-01-16
1470,9672,82,4,65,1,1,1,111,lost,2013-12-21
1471,4864,68,7,175,2,2,2,222,0,2013-02-05
1472,4706,65,4,40,2,1,1,211,0,2013-04-27
1473,4070,99,12,1078,1,3,4,134,big_spenders,2012-01-09
1474,25,9,13,1115,4,3,4,434,big_spenders,2012-11-16
1475,3697,20,7,134,4,2,2,422,0,2013-12-02
1476,217,78,17,1540,1,4,4,144,loyals,2012-11-23
1477,4220,26,5,87,3,1,2,312,0,2013-02-11
1478,5286,68,7,217,2,2,2,222,0,2013-10-28
1479,9559,79,20,1034,1,4,3,143,loyals,2014-01-24
1480,2849,25,22,1180,3,4,4,344,loyals,2013-01-04
1481,7787,83,17,819,1,4,3,143,loyals,2012-08-31
1482,3102,32,4,32,3,1,1,311,0,2013-10-16
1483,5868,49,4,46,3,1,1,311,0,2013-08-22
1484,8370,50,13,1159,2,3,4,234,big_spenders,2012-02-08
1485,9988,84,19,860,1,4,3,143,loyals,2013-03-03
1486,2939,96,8,1631,1,2,4,124,big_spenders,2014-06-22
1487,5529,56,13,444,2,3,3,233,0,2014-10-06
1488,9743,85,19,1910,1,4,4,144,loyals,2013-11-01
1489,5763,63,11,380,2,3,2,232,0,2013-10-11
1490,3478,17,16,736,4,4,3,443,loyals,2013-06-24
1491,7494,11,10,269,4,2,2,422,0,2013-01-21
1492,1763,62,17,2524,2,4,4,244,loyals,2013-07-27
1493,7250,48,16,612,3,4,3,343,loyals,2013-01-10
1494,2005,86,6,75,1,2,2,122,0,2013-11-12
1495,10770,73,17,1045,2,4,3,243,loyals,2014-01-26
1496,6885,36,5,55,3,1,1,311,0,2013-01-12
1497,2072,34,13,1064,3,3,4,334,big_spenders,2012-08-16
1498,9463,16,16,1443,4,4,4,444,stars,2012-11-13
1499,6318,48,22,1366,3,4,4,344,loyals,2013-01-13
1500,4093,61,9,436,2,2,3,223,0,2013-11-02
1501,5751,54,4,38,2,1,1,211,0,2014-02-13
1502,3340,56,13,436,2,3,3,233,0,2012-08-17
1503,3594,74,17,747,2,4,3,243,loyals,2012-05-11
1504,3584,35,10,1396,3,2,4,324,big_spenders,2012-08-20
1505,3643,65,10,928,2,2,3,223,0,2014-03-20
1506,851,48,15,642,3,4,3,343,loyals,2013-09-07
1507,7706,88,16,1048,1,4,3,143,loyals,2012-07-11
1508,3967,19,15,943,4,4,3,443,loyals,2013-10-25
1509,10128,21,17,907,4,4,3,443,loyals,2013-08-06
1510,486,27,13,1198,3,3,4,334,big_spenders,2014-02-02
1511,9,86,5,120,1,1,2,112,0,2012-08-18
1512,9451,92,19,1658,1,4,4,144,loyals,2012-11-25
1513,9264,1,13,1638,4,3,4,434,big_spenders,2014-04-27
1514,3865,14,5,73,4,1,2,412,0,2013-04-30
1515,2853,74,8,275,2,2,2,222,0,2014-11-03
1516,1490,84,18,854,1,4,3,143,loyals,2012-11-28
1517,6310,4,6,78,4,2,2,422,0,2013-09-09
1518,10380,50,6,106,2,2,2,222,0,2013-09-20
1519,3887,2,5,106,4,1,2,412,0,2012-11-11
1520,4278,73,16,1923,2,4,4,244,loyals,2013-03-06
1521,8643,21,16,1662,4,4,4,444,stars,2013-05-26
1522,1998,82,5,84,1,1,2,112,0,2014-07-02
1523,10795,14,5,48,4,1,1,411,rookies,2014-06-05
1524,11110,56,0,5,2,1,1,211,0,2013-04-13
1525,2408,20,16,733,4,4,3,443,loyals,2012-11-20
1526,202,54,11,1234,2,3,4,234,big_spenders,2014-05-04
1527,7998,77,4,112,1,1,2,112,0,2012-11-12
1528,830,5,8,1658,4,2,4,424,big_spenders,2014-02-24
1529,3536,65,4,55,2,1,1,211,0,2013-03-24
1530,6050,33,19,1513,3,4,4,344,loyals,2012-11-12
1531,125,65,10,271,2,2,2,222,0,2013-05-15
1532,3463,41,20,904,3,4,3,343,loyals,2014-06-14
1533,2804,86,5,120,1,1,2,112,0,2012-08-18
1534,3745,92,6,103,1,2,2,122,0,2012-04-09
1535,9771,97,10,269,1,2,2,122,0,2012-05-10
1536,451,91,3,22,1,1,1,111,lost,2013-12-20
1537,10530,0,9,1156,4,2,4,424,big_spenders,2013-07-12
1538,1079,59,12,1086,2,3,4,234,big_spenders,2012-10-16
1539,8920,4,23,1128,4,4,4,444,stars,2013-12-01
1540,6678,5,7,72,4,2,2,422,0,2014-03-28
1541,3852,48,21,964,3,4,3,343,loyals,2013-08-03
1542,528,99,15,1383,1,4,4,144,loyals,2012-11-29
1543,73,81,3,18,1,1,1,111,lost,2013-05-26
1544,5589,95,19,793,1,4,3,143,loyals,2012-08-31
1545,10212,43,6,100,3,2,2,322,0,2013-01-13
1546,6365,5,5,80,4,1,2,412,0,2013-02-09
1547,5636,50,7,167,2,2,2,222,0,2012-09-11
1548,591,76,15,677,1,4,3,143,loyals,2013-01-20
1549,2217,46,3,23,3,1,1,311,0,2013-03-29
1550,2544,68,5,92,2,1,2,212,0,2013-12-10
1551,7725,33,11,641,3,3,3,333,0,2014-08-03
1552,8091,50,12,1106,2,3,4,234,big_spenders,2012-02-09
1553,7321,85,8,1033,1,2,3,123,0,2014-05-23
1554,5462,63,21,1174,2,4,4,244,loyals,2012-12-08
1555,7791,89,4,25,1,1,1,111,lost,2013-09-15
1556,955,81,8,240,1,2,2,122,0,2012-10-28
1557,4037,77,3,20,1,1,1,111,lost,2013-06-14
1558,6642,50,6,102,2,2,2,222,0,2013-01-23
1559,2793,10,20,1034,4,4,3,443,loyals,2013-07-21
1560,5424,30,7,156,3,2,2,322,0,2013-02-14
1561,879,66,14,458,2,3,3,233,0,2013-04-11
1562,9530,16,3,17,4,1,1,411,rookies,2012-01-11
1563,4828,12,10,792,4,2,3,423,0,2014-06-18
1564,10699,30,6,92,3,2,2,322,0,2014-06-16
1565,1497,8,11,407,4,3,3,433,0,2013-01-19
1566,7476,93,15,1269,1,4,4,144,loyals,2012-02-12
1567,4390,14,17,841,4,4,3,443,loyals,2014-04-15
1568,10478,53,17,633,2,4,3,243,loyals,2012-09-27
1569,1081,26,11,1019,3,3,3,333,0,2013-03-27
1570,4261,23,19,1315,4,4,4,444,stars,2012-11-24
1571,9916,92,5,54,1,1,1,111,lost,2012-03-11
1572,5350,29,13,2525,3,3,4,334,big_spenders,2014-02-13
1573,8135,41,4,52,3,1,1,311,0,2013-10-28
1574,8685,56,13,436,2,3,3,233,0,2012-08-17
1575,4967,19,10,268,4,2,2,422,0,2013-03-29
1576,2130,4,6,147,4,2,2,422,0,2014-03-23
1577,9298,89,12,1798,1,3,4,134,big_spenders,2014-04-28
1578,8175,71,6,137,2,2,2,222,0,2013-06-21
1579,6257,81,14,507,1,3,3,133,0,2013-01-23
1580,3790,31,3,15,3,1,1,311,0,2014-01-23
1581,9952,53,9,1105,2,2,4,224,big_spenders,2013-11-12
1582,3503,78,11,974,1,3,3,133,0,2013-02-12
1583,5223,80,5,66,1,1,1,111,lost,2014-04-23
1584,4608,18,16,778,4,4,3,443,loyals,2014-02-25
1585,1626,37,3,49,3,1,1,311,0,2014-05-19
1586,4764,52,7,169,2,2,2,222,0,2012-08-19
1587,2471,39,9,299,3,2,2,322,0,2014-06-27
1588,5892,11,8,221,4,2,2,422,0,2013-10-04
1589,2612,33,19,1682,3,4,4,344,loyals,2013-12-24
1590,4971,22,7,155,4,2,2,422,0,2012-06-12
1591,5185,83,9,892,1,2,3,123,0,2013-02-14
1592,10069,43,4,58,3,1,1,311,0,2012-08-31
1593,2262,74,11,311,2,3,2,232,0,2013-08-26
1594,1131,54,6,95,2,2,2,222,0,2014-05-04
1595,1041,3,13,424,4,3,3,433,0,2012-10-18
1596,24,96,7,47,1,2,1,121,0,2014-02-15
1597,3409,68,11,339,2,3,2,232,0,2013-10-15
1598,7022,2,15,1410,4,4,4,444,stars,2012-09-28
1599,7943,40,4,35,3,1,1,311,0,2014-04-25
1600,5272,64,11,562,2,3,3,233,0,2013-06-27
1601,5453,26,16,2352,3,4,4,344,loyals,2012-09-26
1602,2565,69,14,1334,2,3,4,234,big_spenders,2013-01-06
1603,800,57,4,32,2,1,1,211,0,2013-08-30
1604,11092,78,5,41,1,1,1,111,lost,2014-02-03
1605,5062,71,4,39,2,1,1,211,0,2013-07-27
1606,8969,59,16,1141,2,4,4,244,loyals,2013-01-16
1607,4656,28,14,710,3,3,3,333,0,2013-03-30
1608,4480,61,12,401,2,3,3,233,0,2014-09-03
1609,9971,22,12,506,4,3,3,433,0,2014-11-04
1610,6729,95,15,1538,1,4,4,144,loyals,2012-10-08
1611,1773,38,5,57,3,1,1,311,0,2012-04-12
1612,9242,19,15,1722,4,4,4,444,stars,2013-08-17
1613,1764,92,10,270,1,2,2,122,0,2013-09-08
1614,6215,24,3,31,4,1,1,411,rookies,2013-12-29
1615,10099,21,18,882,4,4,3,443,loyals,2013-05-10
1616,5423,35,3,16,3,1,1,311,0,2013-10-27
1617,940,9,10,311,4,2,2,422,0,2014-05-18
1618,3011,23,9,227,4,2,2,422,0,2014-01-27
1619,3298,92,18,1152,1,4,4,144,loyals,2012-08-11
1620,8286,55,7,122,2,2,2,222,0,2013-08-20
1621,9668,14,6,77,4,2,2,422,0,2013-12-01
1622,5120,78,11,1289,1,3,4,134,big_spenders,2012-09-25
1623,6097,64,14,561,2,3,3,233,0,2013-01-16
1624,7019,49,8,211,3,2,2,322,0,2013-01-23
1625,7408,8,9,233,4,2,2,422,0,2014-03-03
1626,8041,35,13,1092,3,3,4,334,big_spenders,2012-08-09
1627,252,11,14,601,4,3,3,433,0,2013-03-17
1628,9986,8,6,54,4,2,1,421,0,2014-02-22
1629,3276,53,6,78,2,2,2,222,0,2013-10-25
1630,3859,36,22,1095,3,4,4,344,loyals,2013-08-31
1631,3570,64,9,244,2,2,2,222,0,2013-10-21
1632,3783,43,6,116,3,2,2,322,0,2014-03-24
1633,10207,40,3,15,3,1,1,311,0,2013-06-19
1634,10906,52,8,425,2,2,3,223,0,2013-08-10
1635,3427,11,18,734,4,4,3,443,loyals,2013-12-04
1636,5209,21,15,638,4,4,3,443,loyals,2013-06-17
1637,10711,23,15,894,4,4,3,443,loyals,2013-02-10
1638,10785,17,5,41,4,1,1,411,rookies,2014-06-19
1639,2814,6,4,31,4,1,1,411,rookies,2013-06-27
1640,6866,56,4,34,2,1,1,211,0,2014-03-23
1641,1665,71,8,1750,2,2,4,224,big_spenders,2013-09-23
1642,6575,51,16,612,2,4,3,243,loyals,2012-10-27
1643,3829,94,4,29,1,1,1,111,lost,2013-10-12
1644,3091,27,15,823,3,4,3,343,loyals,2014-02-05
1645,10141,1,3,20,4,1,1,411,rookies,2013-10-05
1646,5177,56,12,396,2,3,2,232,0,2013-12-12
1647,7005,71,17,813,2,4,3,243,loyals,2014-06-16
1648,6409,18,14,1179,4,3,4,434,big_spenders,2013-05-18
1649,7485,48,6,138,3,2,2,322,0,2014-07-05
1650,8079,86,5,55,1,1,1,111,lost,2014-02-26
1651,8395,48,15,1511,3,4,4,344,loyals,2012-08-20
1652,10352,2,5,117,4,1,2,412,0,2012-07-09
1653,4931,13,0,1730,4,1,4,414,big_spenders,2013-04-29
1654,13,57,4,32,2,1,1,211,0,2013-07-22
1655,1834,77,5,67,1,1,1,111,lost,2014-08-03
1656,2285,0,10,335,4,2,2,422,0,2013-05-28
1657,2295,57,18,825,2,4,3,243,loyals,2014-02-02
1658,1378,24,13,694,4,3,3,433,0,2013-07-24
1659,2781,55,10,1792,2,2,4,224,big_spenders,2014-06-23
1660,1165,62,13,496,2,3,3,233,0,2013-02-05
1661,1404,89,8,231,1,2,2,122,0,2013-05-15
1662,6457,77,18,902,1,4,3,143,loyals,2014-05-29
1663,2639,45,5,68,3,1,1,311,0,2014-10-01
1664,8299,46,4,71,3,1,2,312,0,2013-11-09
1665,6437,80,5,76,1,1,2,112,0,2013-06-19
1666,6912,60,18,772,2,4,3,243,loyals,2013-08-20
1667,7327,71,5,47,2,1,1,211,0,2013-12-29
1668,5299,43,20,1586,3,4,4,344,loyals,2013-11-19
1669,4127,97,22,1529,1,4,4,144,loyals,2013-02-22
1670,8143,49,9,265,3,2,2,322,0,2013-07-30
1671,1964,66,11,1603,2,3,4,234,big_spenders,2013-05-09
1672,3690,20,17,2091,4,4,4,444,stars,2013-11-01
1673,3433,54,12,981,2,3,3,233,0,2013-03-06
1674,3389,61,21,1533,2,4,4,244,loyals,2012-11-22
1675,4712,18,5,82,4,1,2,412,0,2012-11-28
1676,1170,45,9,244,3,2,2,322,0,2013-03-25
1677,6347,26,4,36,3,1,1,311,0,2013-06-27
1678,4065,0,13,404,4,3,3,433,0,2013-12-02
1679,8230,28,5,71,3,1,2,312,0,2014-01-23
1680,1215,49,12,1572,3,3,4,334,big_spenders,2013-08-10
1681,5939,84,6,122,1,2,2,122,0,2014-01-17
1682,2156,38,6,41,3,2,1,321,0,2012-03-11
1683,7788,53,3,10,2,1,1,211,0,2014-04-06
1684,10323,88,9,304,1,2,2,122,0,2013-10-25
1685,7947,99,4,37,1,1,1,111,lost,2014-03-25
1686,1891,12,9,1754,4,2,4,424,big_spenders,2012-08-08
1687,2570,35,17,815,3,4,3,343,loyals,2013-07-23
1688,9256,5,20,1001,4,4,3,443,loyals,2013-04-01
1689,295,77,14,1157,1,3,4,134,big_spenders,2013-07-19
1690,7397,45,16,688,3,4,3,343,loyals,2013-07-19
1691,6349,71,14,1319,2,3,4,234,big_spenders,2013-06-07
1692,10790,40,3,21,3,1,1,311,0,2013-02-19
1693,10398,82,3,31,1,1,1,111,lost,2012-08-27
1694,2431,70,5,67,2,1,1,211,0,2012-12-31
1695,550,87,16,708,1,4,3,143,loyals,2013-05-23
1696,1890,95,3,25,1,1,1,111,lost,2012-09-19
1697,10742,72,9,746,2,2,3,223,0,2013-02-27
1698,10356,5,4,32,4,1,1,411,rookies,2012-09-22
1699,4676,86,17,1695,1,4,4,144,loyals,2014-05-03
1700,8852,80,19,1080,1,4,4,144,loyals,2012-08-31
1701,3565,62,6,72,2,2,2,222,0,2014-03-30
1702,5294,49,7,57,3,2,1,321,0,2013-11-20
1703,1958,85,17,660,1,4,3,143,loyals,2014-03-21
1704,7349,7,6,103,4,2,2,422,0,2012-02-10
1705,8799,6,7,153,4,2,2,422,0,2013-09-23
1706,1351,25,20,1220,3,4,4,344,loyals,2012-09-20
1707,1045,55,9,279,2,2,2,222,0,2012-08-16
1708,7732,81,17,745,1,4,3,143,loyals,2014-02-01
1709,8070,98,8,264,1,2,2,122,0,2014-01-03
1710,477,31,14,2157,3,3,4,334,big_spenders,2014-06-17
1711,7832,30,15,1526,3,4,4,344,loyals,2013-08-28
1712,2202,98,5,69,1,1,1,111,lost,2013-09-04
1713,7396,92,17,1597,1,4,4,144,loyals,2012-10-11
1714,4055,41,6,64,3,2,1,321,0,2014-05-29
1715,10340,68,11,497,2,3,3,233,0,2012-11-13
1716,10091,78,12,1067,1,3,4,134,big_spenders,2013-05-20
1717,7629,46,5,31,3,1,1,311,0,2014-08-05
1718,10640,71,8,211,2,2,2,222,0,2013-05-09
1719,3498,6,16,877,4,4,3,443,loyals,2012-11-25
1720,6742,82,3,11,1,1,1,111,lost,2013-01-13
1721,1172,71,19,2034,2,4,4,244,loyals,2013-01-05
1722,569,32,12,1991,3,3,4,334,big_spenders,2013-12-14
1723,4686,28,19,1686,3,4,4,344,loyals,2014-02-04
1724,1381,20,11,324,4,3,2,432,0,2014-01-28
1725,2634,10,5,69,4,1,1,411,rookies,2014-04-18
1726,10905,7,10,252,4,2,2,422,0,2012-10-29
1727,1744,67,3,54,2,1,1,211,0,2013-07-01
1728,1000,48,21,964,3,4,3,343,loyals,2013-08-03
1729,3828,61,20,1327,2,4,4,244,loyals,2013-02-17
1730,8605,36,5,68,3,1,1,311,0,2014-03-23
1731,10304,77,3,60,1,1,1,111,lost,2012-12-28
1732,4351,90,3,55,1,1,1,111,lost,2013-04-27
1733,10129,35,15,1456,3,4,4,344,loyals,2014-12-03
1734,2499,38,15,563,3,4,3,343,loyals,2013-06-05
1735,10092,46,12,1504,3,3,4,334,big_spenders,2013-02-18
1736,7500,33,16,564,3,4,3,343,loyals,2014-04-24
1737,5796,70,17,1125,2,4,4,244,loyals,2013-11-26
1738,10556,51,12,358,2,3,2,232,0,2014-05-24
1739,1064,18,4,42,4,1,1,411,rookies,2013-11-12
1740,48,97,7,184,1,2,2,122,0,2014-04-24
1741,7610,32,11,460,3,3,3,333,0,2013-04-18
1742,263,9,6,145,4,2,2,422,0,2014-05-28
1743,10814,6,19,1376,4,4,4,444,stars,2013-01-16
1744,9710,80,18,792,1,4,3,143,loyals,2013-01-20
1745,9292,74,11,1382,2,3,4,234,big_spenders,2012-10-26
1746,10250,49,3,28,3,1,1,311,0,2012-11-20
1747,7881,21,19,1033,4,4,3,443,loyals,2013-09-28
1748,5847,95,17,882,1,4,3,143,loyals,2013-05-29
1749,737,56,9,2231,2,2,4,224,big_spenders,2013-03-03
1750,3571,48,13,1101,3,3,4,334,big_spenders,2012-10-16
1751,7807,26,10,369,3,2,2,322,0,2012-12-09
1752,3878,3,4,48,4,1,1,411,rookies,2014-02-27
1753,5092,39,14,467,3,3,3,333,0,2013-12-02
1754,2154,33,5,44,3,1,1,311,0,2012-12-25
1755,5394,42,5,38,3,1,1,311,0,2013-03-17
1756,3798,80,5,81,1,1,2,112,0,2013-06-11
1757,3524,9,7,167,4,2,2,422,0,2013-04-08
1758,5247,52,5,45,2,1,1,211,0,2014-10-05
1759,5883,78,14,664,1,3,3,133,0,2013-05-26
1760,2118,68,15,622,2,4,3,243,loyals,2013-10-09
1761,8812,45,5,48,3,1,1,311,0,2013-10-03
1762,6616,47,11,461,3,3,3,333,0,2013-10-23
1763,2797,34,18,1073,3,4,4,344,loyals,2013-08-20
1764,4328,81,5,55,1,1,1,111,lost,2013-07-09
1765,9167,72,21,976,2,4,3,243,loyals,2013-03-26
1766,10560,23,4,20,4,1,1,411,rookies,2014-06-16
1767,2631,29,8,1149,3,2,4,324,big_spenders,2013-08-05
1768,8312,80,5,43,1,1,1,111,lost,2014-06-15
1769,5534,30,6,224,3,2,2,322,0,2013-10-20
1770,5093,15,6,101,4,2,2,422,0,2012-09-18
1771,7592,86,8,209,1,2,2,122,0,2013-04-18
1772,8895,68,15,968,2,4,3,243,loyals,2012-05-10
1773,8584,54,9,1165,2,2,4,224,big_spenders,2013-08-06
1774,2694,44,4,24,3,1,1,311,0,2014-03-18
1775,8910,7,10,252,4,2,2,422,0,2012-10-29
1776,7433,87,7,165,1,2,2,122,0,2012-08-29
1777,164,59,10,269,2,2,2,222,0,2012-10-13
1778,10477,16,5,102,4,1,2,412,0,2013-06-08
1779,2681,1,15,461,4,4,3,443,loyals,2013-01-08
1780,5150,64,5,47,2,1,1,211,0,2012-12-17
1781,5283,72,6,144,2,2,2,222,0,2014-02-17
1782,9645,98,19,1338,1,4,4,144,loyals,2012-10-14
1783,10678,91,21,917,1,4,3,143,loyals,2013-11-28
1784,7261,8,10,318,4,2,2,422,0,2013-01-01
1785,9648,20,9,253,4,2,2,422,0,2012-03-11
1786,2870,6,12,502,4,3,3,433,0,2012-09-21
1787,8008,54,6,119,2,2,2,222,0,2013-09-12
1788,1513,72,14,1250,2,3,4,234,big_spenders,2012-08-28
1789,6173,46,17,969,3,4,3,343,loyals,2013-02-11
1790,1419,11,5,76,4,1,2,412,0,2013-05-08
1791,9150,21,5,62,4,1,1,411,rookies,2014-12-04
1792,7960,89,16,1382,1,4,4,144,loyals,2013-08-15
1793,1250,82,5,84,1,1,2,112,0,2014-07-02
1794,9905,69,6,255,2,2,2,222,0,2013-07-13
